SlNo,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m,nearest_settlement_type,nearest_settlement_population,nearest_settlement_name,settlement_distance_m,event_date,rainfall_mm
23221,MIZ/AZL/2024/357,Mizoram,Aizawl,,,23.60027778,92.75888889,Debris,Slide,September 2023,551,32,258,10,32.0,unclassified,,,21.10148020502237,hamlet,0,,2515.7676406173405,,
23222,MIZ/AZL/2024/358,Mizoram,Aizawl,,,23.60111111,92.75888889,Debris,Slide,26 May 2024,569,37,246,10,32.0,unclassified,,,15.28154934820128,hamlet,0,,2592.361157807467,2024-05-26,68.75999888032675
23233,MIZ/AZL/2024/369,Mizoram,Aizawl,,,23.58638889,92.71388889,Debris,Complex,"28th May, 2024",801,33,254,10,31.0,primary,,,19.793735358974867,village,0,Muallungthu,3026.3989028692667,,
23234,MIZ/AZL/2024/370,Mizoram,Aizawl,,,23.58388889,92.71166667,Debris,Slide,"28th May, 2024",812,25,258,10,31.0,primary,,,28.0528521063636,village,0,Muallungthu,3340.6409580819272,,
23251,MIZ/AZL/2024/387,Mizoram,Aizawl,,,23.5625,92.70777778,Debris,Slide,25 August 2024,806,20,265,10,31.0,primary,,,16.769362987038182,village,0,Aibawk,1428.98206934952,2024-08-25,9.259999834001064
23252,MIZ/AZL/2024/388,Mizoram,Aizawl,,,23.56555556,92.7074966430664,Debris,Slide,19 July 2024,834,40,285,10,30.0,primary,,,19.771508102744367,village,0,Aibawk,1690.809844896581,2024-07-19,5.914999817498028
23265,MIZ/AZL/2024/402,Mizoram,Aizawl,,,23.53805556,92.71861111,Debris,Slide,29 May 2024,888,16,116,10,30.0,unclassified,,,28.196858372307073,village,0,Aibawk,2558.5300236108988,2024-05-29,2.8349999878555536
23295,MIZ/AZL/2024/432,Mizoram,Aizawl,,,23.51944444,92.70055556,Debris,Slide,25 September 2024,789,27,335,10,30.0,primary,,,53.55001734939594,village,0,Aibawk,3657.040311771992,2024-09-25,74.08499703649431
23323,MIZ/AZL/2024/461,Mizoram,Aizawl,,,23.53805556,92.69388889,Debris,Slide,23 Sepember 2024,716,24,334,10,30.0,tertiary,,,36.48913310596944,village,0,Aibawk,1676.2993914246404,,
23324,MIZ/AZL/2024/462,Mizoram,Aizawl,,,23.54361111,92.67722222,Debris,Slide,2nd week of September 2023,656,30,152,10,31.0,tertiary,,,4.4920828332165,village,0,Aibawk,2428.12345119774,,
23334,MIZ/AZL/2024/472,Mizoram,Aizawl,,,23.54166667,92.66472222,Debris,Complex,12 August 2023,701,20,166,10,31.0,tertiary,,,139.7314764737811,village,0,Aibawk,3696.1883198660807,2023-08-12,2.3099999567493796
23335,MIZ/AZL/2024/473,Mizoram,Aizawl,,,23.54166667,92.66555556,Debris,Slide,July 2024,678,28,70,10,31.0,tertiary,,,75.48986869298615,village,0,Aibawk,3615.79272583614,,
23348,MIZ/AZL/2024/486,Mizoram,Aizawl,,,23.52694444,92.65444444,Debris,Slide,20 September 2024,397,26,118,10,30.0,tertiary,,,16.207846398443262,village,0,Aibawk,5352.618756209626,2024-09-20,1.4249999793246388
23350,MIZ/AZL/2024/488,Mizoram,Aizawl,,,23.52583333,92.63861111,Debris,Slide,2 June 2024,229,25,239,10,28.0,tertiary,,,2.4390413196521186,village,0,Aibawk,6831.623713912273,2024-06-02,0.0
23430,MIZ/AZL/2024/570,Mizoram,Aizawl,,,23.66194444,92.85416667,Debris,Slide,12 November 2024,834,16,273,10,30.0,trunk,,NH2,117.32123412688456,village,0,Thingsulthliah,3231.3390658310736,2024-11-12,0.0
23435,MIZ/AZL/2024/575,Mizoram,Aizawl,,,23.71388889,92.85722222,Debris,Slide,2 July 2024,840,35,211,10,29.0,trunk,,NH2,37.243228317373486,village,0,Seling,1011.3695965514132,2024-07-02,18.154999831691384
23437,MIZ/AZL/2024/577,Mizoram,Aizawl,,,23.69305556,92.86055556,Debris,Slide,June/ July 2023,907,19,262,50,28.0,trunk,,NH2,5.7180280419004195,village,0,Thingsulthliah,275.86866826351434,,
23460,MIZ/AZL/2024/600,Mizoram,Aizawl,,,23.73694444,92.81361111,Debris,Slide,2 July 2024,407,36,337,10,30.0,trunk,,NH6,40.01966753690868,hamlet,0,Tuirial,1369.6005808868003,2024-07-02,18.154999831691384
23464,MIZ/AZL/2024/604,Mizoram,Aizawl,,,23.72916667,92.75888889,Debris,Slide,"3 July, 2024",978,20,244,10,29.0,residential,,,40.07529063217343,hamlet,0,Tuirial,4142.120959323452,,
23470,MIZ/AZL/2024/610,Mizoram,Aizawl,,,23.72916667,92.76583333,Debris,Slide,2 July 2024,754,31,156,10,28.0,trunk,,NH6,17.566733497765213,hamlet,0,Tuirial,3451.241058548779,2024-07-02,33.94499882310629
23472,MIZ/AZL/2024/612,Mizoram,Aizawl,,,23.73027778,92.76861111,Debris,Slide,28 August 2024,728,33,180,10,28.0,trunk,,NH6,102.8341262975573,hamlet,0,Tuirial,3210.996719584939,2024-08-28,1.0699999760836365
23473,MIZ/AZL/2024/613,Mizoram,Aizawl,,,23.73222222,92.76555556,Debris,Slide,2 July 2024,892,39,119,10,32.0,unclassified,,,7.563631047966288,hamlet,0,Tuirial,3556.3290625091936,2024-07-02,33.94499882310629
23477,MIZ/AZL/2024/617,Mizoram,Aizawl,,,23.737499237060547,92.78805556,Debris,Slide,2 July 2024,569,27,88,10,30.0,trunk,,NH6,65.19415966645961,hamlet,0,Tuirial,1266.9839439406044,2024-07-02,33.94499882310629
23480,MIZ/AZL/2024/620,Mizoram,Aizawl,,,23.73388889,92.79388889,Debris,Slide,2 July 2024,320,19,124,10,29.0,trunk,,NH6,41.84447335716479,hamlet,0,Tuirial,672.3948469115495,2024-07-02,33.94499882310629
23482,MIZ/AZL/2024/622,Mizoram,Aizawl,,,23.72138889,92.79944444,Debris,Slide,2 July 2024,209,17,87,10,26.0,residential,,,14.013734111782965,hamlet,0,Tuirial,83.60273718203706,2024-07-02,33.94499882310629
23483,MIZ/AZL/2024/623,Mizoram,Aizawl,,,23.72138889,92.85777778,Debris,Slide,2 July 2024,792,36,297,50,29.0,trunk,,NH6,8.39215697300023,village,0,Seling,290.7803412558553,2024-07-02,18.154999831691384
23484,MIZ/AZL/2024/624,Mizoram,Aizawl,,,23.72083333,92.86472222,Debris,Slide,2 July 2024,826,34,38,10,32.0,trunk,,NH6,90.51709375608056,village,0,Seling,974.2830040586872,2024-07-02,18.154999831691384
23487,MIZ/AZL/2024/627,Mizoram,Aizawl,,,23.71166667,92.87833333,Debris,Slide,2 July 2024,612,29,75,10,27.0,trunk,,NH6,48.94183524815343,village,0,Seling,2644.306157556665,2024-07-02,18.154999831691384
23488,MIZ/AZL/2024/628,Mizoram,Aizawl,,,23.71111111,92.87861111,Debris,Slide,28 June 2024,592,37,116,10,27.0,trunk,,NH6,44.87756175246888,village,0,Seling,2698.484518755419,2024-06-28,1.3649999648332596
23489,MIZ/AZL/2024/629,Mizoram,Aizawl,,,23.70333333,92.87638889,Debris,Slide,18 July 2024,566,1,228,10,31.0,trunk,,NH6,135.68230405701564,village,0,Thingsulthliah,2160.977243087263,2024-07-18,1.040000006556511
23494,MIZ/AZL/2024/634,Mizoram,Aizawl,,,23.73361111,92.84833333,Debris,Slide,7 June 2024,727,23,325,10,31.0,trunk,,NH2,5.396976093799276,village,0,Seling,1391.267534127903,2024-06-07,17.059999346733093
23495,MIZ/AZL/2024/635,Mizoram,Aizawl,,,23.73361111,92.85305556,Debris,Complex,28 August 2024,851,43,4,10,31.0,trunk,,NH2,102.3468234032712,village,0,Seling,1213.0920370461924,2024-08-28,0.7799999685958028
23496,MIZ/AZL/2024/636,Mizoram,Aizawl,,,23.73500061035156,92.85666667,Debris,Slide,2 July 2024,770,23,288,10,31.0,trunk,,NH2,12.014989952138077,village,0,Seling,1348.6233376275402,2024-07-02,18.154999831691384
23497,MIZ/AZL/2024/637,Mizoram,Aizawl,,,23.73666667,92.85611111,Debris,Slide,2 July 2024,766,30,254,10,31.0,trunk,,NH2,7.287019811010036,village,0,Sesawng,1520.0288147441854,2024-07-02,18.154999831691384
23499,MIZ/AZL/2024/639,Mizoram,Aizawl,,,23.74416667,92.85555556,Debris,Slide,25 September 2024,833,28,186,30,30.0,residential,,,3.644803290292296,village,0,Sesawng,697.1952993304121,2024-09-25,49.26499886810779
23500,MIZ/AZL/2024/640,Mizoram,Aizawl,,,23.74361111,92.85416667,Debris,Slide,25 September 2024,823,30,152,10,31.0,trunk,,NH2,11.191652063493066,village,0,Sesawng,731.7178536457526,2024-09-25,49.26499886810779
23501,MIZ/AZL/2024/641,Mizoram,Aizawl,,,23.76111111,92.84777778,Debris,Slide,2 July 2024,790,33,308,10,28.0,trunk,,NH2,6.968225742391328,village,0,Sesawng,1345.5373428351172,2024-07-02,18.154999831691384
23502,MIZ/AZL/2024/642,Mizoram,Aizawl,,,23.76166667,92.85083333,Debris,Complex,2 July 2024,808,31,315,10,31.0,residential,,,4.1296401199117065,village,0,Sesawng,1300.3245043379457,2024-07-02,18.154999831691384
23506,MIZ/AZL/2024/646,Mizoram,Aizawl,,,23.77400016784668,92.8479995727539,Debris,Slide,28 June 2024,657,32,318,10,29.0,trunk,,NH2,115.08171370064495,village,0,,436.6481277798746,2024-06-28,1.3649999648332596
23509,MIZ/AZL/2024/649,Mizoram,Aizawl,,,23.77166667,92.84805556,Debris,Slide,23 July 2023,735,29,275,10,30.0,trunk,,NH2,13.336437165024488,village,0,,687.0478255710523,2023-07-23,66.93499921262264
23519,MIZ/AZL/2024/659,Mizoram,Aizawl,,,23.83277778,92.8324966430664,Debris,Slide,2 July 2024,350,36,228,10,29.0,trunk,,NH2,36.63936966331291,hamlet,0,Tuirini,1728.8814665863797,2024-07-02,15.684999648481607
23523,MIZ/AZL/2024/663,Mizoram,Aizawl,,,23.86222222,92.83666667,Debris,Slide,2 July 2024,239,20,209,10,29.0,trunk,,NH2,12.577908821612644,hamlet,0,Tuirini,1693.169023080637,2024-07-02,15.684999648481607
23525,MIZ/AZL/2024/665,Mizoram,Aizawl,,,23.87777778,92.84083333,Debris,Slide,25 September 2024,374,44,357,10,30.0,trunk,,NH2,18.615108003696744,hamlet,0,Tuirini,3453.956187641178,2024-09-25,46.08999885991216
23527,MIZ/AZL/2024/667,Mizoram,Aizawl,,,23.89277778,92.85083333,Debris,Slide,28 September 2024,582,29,153,10,28.0,trunk,,NH2,16.074367781181532,village,0,,3646.982322771952,2024-09-28,0.0
23528,MIZ/AZL/2024/668,Mizoram,Aizawl,,,23.89138889,92.84888889,Debris,Slide,2 July 2024,568,24,164,10,28.0,trunk,,NH2,0.3794275499621626,village,0,,3686.206872359398,2024-07-02,15.684999648481607
23533,MIZ/AZL/2024/705,Mizoram,Aizawl,,,24.03503889,93.54139444,Debris,Slide,28 September 2024,1002,24,328,10,30.0,track,,,2661.700032255838,village,465,Hiangtam V,3004.2521375726965,2024-09-28,0.2649999856948852
23535,MIZ/AZL/2024/707,Mizoram,Aizawl,,,24.04531667,93.49220278,Debris,Slide,7 October 2024,1340,15,80,10,32.0,track,,,1447.3816880987824,village,0,Suangdoh,4977.600184629282,2024-10-07,9.589999854564669
23536,MIZ/AZL/2024/708,Mizoram,Aizawl,,,24.090024948120117,93.54191667,Debris,Slide,7 October 2024,705,19,6,10,31.0,primary,Tedim Road,,2238.5217557592923,village,0,Tuivelzang,4939.317087686386,2024-10-07,25.32999938726425
23537,MIZ/AZL/2024/709,Mizoram,Aizawl,,,24.10864167,93.54198333,Debris,Slide,28 September 2024,741,5,80,10,31.0,trunk,Guite Road,NH102B,1630.4284733734266,village,0,Tuivelzang,2887.9224404235897,2024-09-28,1.010000005364418
23538,MIZ/AZL/2024/710,Mizoram,Aizawl,,,24.12682222,93.54013889,Debris,Slide,28 September 2024,776,21,28,10,30.0,trunk,Guite Road,NH102B,580.9065149242665,village,0,Tuivelzang,869.6859051462966,2024-09-28,1.010000005364418
23540,MIZ/AZL/2024/712,Mizoram,Aizawl,,,24.17180556,93.54406667,Debris,Slide,2 July 2024,667,19,134,10,31.0,trunk,Guite Road,NH102B,2305.873581195799,village,124,Allusingtam,2567.993403651266,2024-07-02,26.11999943852425
23541,MIZ/AZL/2024/713,Mizoram,Aizawl,,,24.18291667,93.53441944,Debris,Slide,2 July 2024,795,27,119,10,33.0,trunk,Guite Road,NH102B,3859.670240119607,village,124,Allusingtam,2438.042436171295,2024-07-02,26.11999943852425
23542,MIZ/AZL/2024/714,Mizoram,Aizawl,,,24.18566111,93.53935278,Debris,Slide,2 July 2024,680,19,232,10,30.0,trunk,Guite Road,NH102B,3759.298934785734,village,124,Allusingtam,1856.900281705494,2024-07-02,26.11999943852425
23543,MIZ/AZL/2024/715,Mizoram,Aizawl,,,24.24449722,93.55275833,Debris,Slide,2 July 2024,1020,24,164,10,31.0,tertiary,,,5240.080860031592,village,208,Tonglon (T),1039.679302364722,2024-07-02,26.989999637007713
23544,MIZ/AZL/2024/716,Mizoram,Aizawl,,,24.24755556,93.54809722,Debris,Slide,2 July 2024,1166,29,161,10,32.0,tertiary,,,5821.958276231903,village,354,Tonglon (K),1017.4820237445472,2024-07-02,26.989999637007713
23545,MIZ/AZL/2024/717,Mizoram,Aizawl,,,24.28840278,93.58591389,Debris,Slide,13 August 2024,808,26,230,30,32.0,unclassified,,,2601.80825136999,village,0,,2769.1616899762107,2024-08-13,0.0
23546,MIZ/AZL/2024/718,Mizoram,Aizawl,,,24.29982222,93.59040833,Debris,Slide,13 August 2024,786,27,315,10,32.0,unclassified,,,1316.0885864688926,village,0,Boljang,1715.4659034893232,2024-08-13,0.0
23547,MIZ/AZL/2024/719,Mizoram,Aizawl,,,24.30768611,93.58120556,Debris,Slide,13 August 2024,739,13,60,10,31.0,unclassified,,,869.1309505562522,village,0,Boljang,879.1724108298995,2024-08-13,0.0
23549,MIZ/AZL/2024/721,Mizoram,Aizawl,,,24.33915833,93.66233611,Debris,Slide,13 August 2024,1042,17,24,10,33.0,trunk,,NH2,320.9384069137545,village,0,Vaozang,1002.0465724352548,2024-08-13,0.0
23550,MIZ/AZL/2024/722,Mizoram,Aizawl,,,24.33331944,93.65702778,Debris,Slide,13 August 2024,1097,15,111,30,35.0,trunk,,NH2,221.31541217956664,village,0,Vaozang,1096.5640218960375,2024-08-13,0.0
23551,MIZ/AZL/2024/723,Mizoram,Aizawl,,,24.33300556,93.65357222,Debris,Slide,28 September 2024,1160,4,66,50,35.0,unclassified,,,23.115714716363257,village,316,Mata Lambulane,852.5597674581185,2024-09-28,1.6599999396130445
23552,MIZ/AZL/2024/724,Mizoram,Aizawl,,,24.330900192260746,93.66054444,Debris,Slide,13 August 2024,1049,8,118,30,35.0,trunk,,NH2,425.12441618959946,village,1986,Pearsonmun,1316.254359874067,2024-08-13,0.0
23554,MIZ/AZL/2024/726,Mizoram,Aizawl,,,24.39255556,93.65468611,Debris,Slide,13 August 2024,1561,43,45,10,31.0,unclassified,,,1692.0997731406878,village,0,Hengjang,1727.051023948292,2024-08-13,0.0
23557,MIZ/AZL/2024/729,Mizoram,Aizawl,,,24.48308611,93.58860833,Debris,Slide,"28th Sept, 2024",866,19,278,30,32.0,unclassified,,,594.4739901065485,village,297,K. Munpi,611.436640966843,,
23558,MIZ/AZL/2024/730,Mizoram,Aizawl,,,24.48458889,93.58781944,Debris,Slide,13 August 2024,826,23,297,10,30.0,unclassified,,,774.058253034803,village,297,K. Munpi,791.8628384039379,2024-08-13,0.0
23560,MIZ/AZL/2024/732,Mizoram,Aizawl,,,24.51785556,93.55086944,Debris,Slide,13 August 2024,1019,14,201,10,31.0,unclassified,,,1650.901592425233,village,142,L. Phailen,2743.099235803757,2024-08-13,0.0
23562,MIZ/AZL/2024/734,Mizoram,Aizawl,,,24.52308611,93.57206944,Debris,Slide,28 September 2024,763,12,252,10,28.0,track,,,1942.8872276426584,village,0,Thangsi,1414.002426836763,2024-09-28,0.99499998614192
23563,MIZ/AZL/2024/735,Mizoram,Aizawl,,,24.48338333,93.58848056,Debris,Complex,28 September 2024,862,18,297,10,32.0,unclassified,,,629.2109978367549,village,297,K. Munpi,646.3199620072394,2024-09-28,1.1299999877810478
23580,MIZ/AZL/2024/752,Mizoram,Aizawl,,,23.09758333,93.21623333,Debris,Slide,2 July 2024,879,25,180,30,30.0,unclassified,,,450.6481620272383,village,0,,7415.786005302274,2024-07-02,12.52999976836145
23581,MIZ/AZL/2024/753,Mizoram,Aizawl,,,23.10851389,93.20974731445312,Debris,Slide,28 June 2024,1106,22,79,10,32.0,unclassified,,,171.67649334996008,village,0,,6476.636357614443,2024-06-28,3.929999887943268
23583,MIZ/AZL/2024/755,Mizoram,Aizawl,,,23.10192489624023,93.20426111,Debris,Slide,2 July 2024,1121,28,130,10,34.0,tertiary,,,105.951296283811,village,0,,6101.491395195989,2024-07-02,9.9799998216331
23584,MIZ/AZL/2024/756,Mizoram,Aizawl,,,23.10184722,93.20138889,Debris,Slide,28 September 2024,1202,20,123,10,34.0,tertiary,,,6.033059299907535,village,0,,5824.271520983026,2024-09-28,0.0
23587,MIZ/AZL/2024/759,Mizoram,Aizawl,,,23.09759444,93.21089444,Debris,Slide,2 July 2024,924,33,156,30,30.0,unclassified,,,254.08010653638033,village,0,,6897.947654169023,2024-07-02,12.52999976836145
23590,MIZ/AZL/2024/762,Mizoram,Aizawl,,,23.10100556,93.19393611,Debris,Slide,2 July 2024,1048,23,219,10,31.0,track,,,23.351365242349292,village,0,,5140.020986952435,2024-07-02,22.61999947298318
23591,MIZ/AZL/2024/763,Mizoram,Aizawl,,,23.10074722,93.18785278,Debris,Complex,2 July 2024,978,25,307,10,31.0,track,,,225.31739976332616,village,0,,4580.836925060164,2024-07-02,22.61999947298318
23592,MIZ/AZL/2024/764,Mizoram,Aizawl,,,23.09954722,93.18600278,Debris,Complex,2 July 2024,913,21,295,10,30.0,track,,,74.95355457506479,village,0,,4470.935989458276,2024-07-02,22.539999435655773
23595,MIZ/AZL/2024/767,Mizoram,Aizawl,,,23.09830093383789,93.17597222,Debris,Slide,2 July 2024,979,19,229,10,30.0,unclassified,,,11.63607863427867,village,0,,3677.386938793946,2024-07-02,22.539999435655773
23597,MIZ/AZL/2024/769,Mizoram,Aizawl,,,23.25986389,93.16155278,Debris,Slide,28 October 2024,1222,11,26,10,28.0,track,,,616.9088232830509,hamlet,0,,6610.5236003492455,2024-10-28,0.0
23598,MIZ/AZL/2024/770,Mizoram,Aizawl,,,23.25828611,93.15288333,Debris,Slide,28 November 2024,1233,23,327,10,27.0,track,,,675.0192786937705,hamlet,0,,6434.004999592861,2024-11-28,0.5599999753758311
23599,MIZ/AZL/2024/771,Mizoram,Aizawl,,,23.26126111,93.15070556,Debris,Slide,28 November 2024,1103,20,296,10,27.0,track,,,1050.6884166395232,hamlet,0,,6780.368429869352,2024-11-28,0.5599999753758311
23600,MIZ/AZL/2024/772,Mizoram,Aizawl,,,23.25951944,93.15917222,Debris,Complex,28 September 2024,1252,17,36,10,26.0,track,,,498.0723175124858,hamlet,0,,6559.936819154634,2024-09-28,0.0
23601,MIZ/AZL/2024/773,Mizoram,Aizawl,,,23.27598056,93.14351667,Debris,Slide,2 July 2024,663,7,75,10,31.0,unclassified,,,1139.954212648916,hamlet,0,,8492.38125885,2024-07-02,21.99499960243702
23603,MIZ/AZL/2024/775,Mizoram,Aizawl,,,23.28107452392578,93.144075,Debris,Slide,2 July 2024,653,23,70,10,30.0,track,,,1019.3982555123164,hamlet,0,,9040.6498212678,2024-07-02,21.99499960243702
23604,MIZ/AZL/2024/776,Mizoram,Aizawl,,,23.32829167,93.12184167,Debris,Slide,28 September 2024,871,16,166,10,32.0,unclassified,,,1267.5544259559372,village,0,,5327.238556116122,2024-09-28,0.0
23605,MIZ/AZL/2024/777,Mizoram,Aizawl,,,23.33529167,93.11214167,Debris,Slide,2 July 2024,1144,31,211,10,32.0,primary,,,538.6916581398634,village,0,,4673.598885694113,2024-07-02,33.54999899864197
23623,MIZ/AZL/2024/795,Mizoram,Aizawl,,,23.34297778,93.057775,Debris,Slide,13 September 2024,875,27,307,10,29.0,path,,,703.9413145922616,village,0,,4393.415932003063,2024-09-13,9.459999803453684
23624,MIZ/AZL/2024/796,Mizoram,Aizawl,,,23.35406111,93.04156111,Debris,Slide,28 September 2024,516,12,309,10,32.0,track,,,983.8018246382844,village,0,,2553.127485269667,2024-09-28,0.0
23625,MIZ/AZL/2024/797,Mizoram,Aizawl,,,23.35958611,93.04477222,Debris,Slide,28 September 2024,619,30,301,10,31.0,track,,,1273.9792550273758,village,0,,2939.6835819440703,2024-09-28,0.0
23679,MIZ/AZL/2024/853,Mizoram,Aizawl,,,23.24231111,93.17726667,Debris,Slide,17 July 2024,647,16,242,10,31.0,unclassified,,,464.3408998282465,hamlet,0,,5090.2806152452595,2024-07-17,12.869999633170664
23680,MIZ/AZL/2024/854,Mizoram,Aizawl,,,23.24500833,93.17587222,Debris,Slide,24 September 2024,559,7,83,10,28.0,unclassified,,,344.3791463351233,hamlet,0,,5311.125127263392,2024-09-24,3.4149998910725117
23681,MIZ/AZL/2024/855,Mizoram,Aizawl,,,23.24454722,93.17027222,Debris,Slide,19 July 2024,861,33,99,10,31.0,unclassified,,,221.91622965730403,hamlet,0,,5082.079405008809,2024-07-19,0.4199999943375587
23682,MIZ/AZL/2024/856,Mizoram,Aizawl,,,23.20960722,93.13104722,Debris,Slide,2 July 2024,911,17,105,10,27.0,track_grade5,,,734.0897958535727,hamlet,0,,2854.066817587868,2024-07-02,21.99499960243702
23683,MIZ/AZL/2024/857,Mizoram,Aizawl,,,23.21068583,93.1212325,Debris,Slide,2 July 2024,1119,18,43,10,31.0,track,,,157.3560978163333,village,0,Lungdar,3786.226495636864,2024-07-02,21.99499960243702
23722,MIZ/AZL/84A09/2025/010,Mizoram,Aizawl,,Bawngkawn Shalom Veng,23.758901,92.730863,Debris,slide,30 May 2025(early morning),1068,24,297,10,30.0,trunk,,NH6,35.25270810682598,village,0,Durtlang,2537.6005320059903,2025-05-30,110.38499706145376
23713,MIZ/AZL/84A10/2025/001,Mizoram,Aizawl,,Kulikawn East,23.692391,92.723348,Debris,Slide,28 May and 29 amy 2025,795,30,50,10,32.0,primary,World Bank Road,,76.46042119832099,city,291822,Aizawl,3953.9151969742784,,
23718,MIZ/AZL/84A10/2025/006,Mizoram,Aizawl,,"Kawltheihuan, Mission Veng",23.717553,92.716826,Debris,Subsidence,"1990, 2015 31.05.2025",1026,27,277,10,30.0,residential,C. Pahlira Road,,52.16083492428863,city,291822,Aizawl,1136.6306772065102,,
23719,MIZ/AZL/84A10/2025/007,Mizoram,Aizawl,,"Mission vengthlang, Aizawl",23.715770721435547,92.713172,Debris,Slide,31 May 2025 and 01 June 2025,956,47,309,10,30.0,residential,,,40.68340421615227,city,291822,Aizawl,1415.7701256055866,,
23725,MIZ/AZL/84A10/2025/013,Mizoram,Aizawl,,Hualngohmun,23.605091094970703,92.72183990478516,Debris,Flow,28 May 2024 and 01 June 2025,807,41,164,30,30.0,primary,,,1.7465886072050574,village,0,Muallungthu,974.0663751451148,,
23726,MIZ/AZL/84A10/2025/014,Mizoram,Aizawl,,Tachhip,23.58176612854004,92.713413,Debris,Slide,28 May 2024 and 30 May 2025,862,36,251,10,32.0,primary,,,17.978938987225778,village,0,Muallungthu,3539.532318996522,,
23997,MIZ/AZL/84A10/2025/025,Mizoram,Aizawl,,Tropic of Cancer,23.50015640258789,92.701436,Debris,Slide,August 2023,903,16,3,10,28.0,primary,,,18.455653342648635,village,0,Aibawk,5794.273295569055,,
23998,MIZ/AZL/84A10/2025/026,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei SH,23.504006,92.699247,Debris,Slide,August 2025,868,35,226,10,29.0,primary,,,1.7496811564839747,village,0,Aibawk,5362.800186289553,,
23985,MIZ/AZL/84A11/2025/009,Mizoram,Aizawl,,Thiak road Horticulture Center,23.469999313354492,92.72149658203124,Debris,slide,"25 May 2024, 02 June 2025",1096,22,337,10,29.0,service,,,7.357315172076675,village,0,Aibawk,9412.147023783107,,
23986,MIZ/AZL/84A11/2025/010,Mizoram,Aizawl,,Thiak road,23.468799591064453,92.7208023071289,Debris,slide,02 January 2025,1148,18,16,10,29.0,primary,,,69.45468956844351,village,0,Aibawk,9524.190223497624,2025-01-02,0.0
23987,MIZ/AZL/84A11/2025/015,Mizoram,Aizawl,,Thiak link road,23.467199325561523,92.71929931640624,Debris,Slide,July 2025,1199,25,354,10,31.0,residential,,,35.211183333474004,village,0,Aibawk,9662.46087357144,,
23988,MIZ/AZL/84A11/2025/016,Mizoram,Aizawl,,Thiak,23.473100662231445,92.71189880371094,Debris,Slide,July 2025,1091,35,12,10,29.0,residential,,,25.52906180379771,village,0,Aibawk,8882.407600343087,,
