SlNo,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m,nearest_settlement_type,nearest_settlement_population,nearest_settlement_name,settlement_distance_m,event_date,rainfall_mm
26220,SKM/SS/78A08/2015/182,Sikkim,South Sikkim,,Namchi-Namthang Road,27.174388885498047,88.452028,Debris,Slide,,1538,30,28,10,24.0,tertiary,,,1.0781354418891989,village,0,Phong,2673.359791893,,
26198,SKM/SS/78A08/2015/183,Sikkim,South Sikkim,,Namchi-Namthang Road,27.16583251953125,88.436667,Debris,Slide,,1535,39,172,10,23.0,secondary,,MDR,20.86483506863816,village,0,Phong,1301.3249349258483,,
26332,SKM/SS/78A08/2015/184,Sikkim,South Sikkim,Chemchey,Temi village Road,27.232639,88.378417,Debris,Slide,,2123,25,45,10,22.0,track,,,124.81115840583948,village,0,Damthang,1153.510899950232,,
26329,SKM/SS/78A08/2015/185,Sikkim,South Sikkim,,Temi village Road,27.229417,88.378444,Debris,Slide,,2042,39,123,10,22.0,tertiary,,,5.9687354707150595,village,0,Damthang,1094.4007408330112,,
26322,SKM/SS/78A08/2015/186,Sikkim,South Sikkim,,Temi village Road,27.225083,88.373333,Debris,Slide,,2018,37,157,10,27.0,tertiary,,,10.24786953843143,village,0,Damthang,1672.9390804489683,,
26321,SKM/SS/78A08/2015/187,Sikkim,South Sikkim,,Temi village Road,27.224778,88.372083,Debris,Slide,,2046,38,154,10,27.0,tertiary,,,29.179881871648107,village,0,Damthang,1801.529836858519,,
26317,SKM/SS/78A08/2015/188,Sikkim,South Sikkim,,Temi village Road,27.221500396728516,88.370667,Debris,Slide,,1780,28,146,10,28.0,unclassified,,,3.7427076130139176,village,0,Damthang,2063.753896121655,,
26316,SKM/SS/78A08/2015/189,Sikkim,South Sikkim,,Temi village Road,27.221444,88.376167,Debris,Slide,,1632,42,141,10,24.0,unclassified,,,20.556876833995517,village,0,Damthang,1590.6106601126776,,
26315,SKM/SS/78A08/2015/194,Sikkim,South Sikkim,,Namchi-Damthang Road,27.220972061157227,88.397639,Debris,Slide,,2033,33,237,10,24.0,trunk,,NH710,14.769502187846086,village,0,Damthang,1240.9281966785124,,
26294,SKM/SS/78A08/2015/195,Sikkim,South Sikkim,,Namchi-Damthang Road,27.21525001525879,88.402278,Debris,Slide,,2026,23,283,10,25.0,trunk,,NH710,11.476205184193931,village,0,Damthang,2023.9523113634536,,
26287,SKM/SS/78A08/2015/196,Sikkim,South Sikkim,,Namchi-Damthang Road,27.212583,88.399333,Debris,Slide,,2019,39,317,10,25.0,trunk,,NH710,9.250070009896673,village,0,Damthang,2111.569757694041,,
26243,SKM/SS/78A08/2015/197,Sikkim,South Sikkim,,Namchi-Damthang Road,27.18922233581543,88.391056,Debris,Slide,,1889,29,256,50,25.0,unclassified,,,5.166793260852697,town,5000,Namchi,3629.509976556697,,
26206,SKM/SS/78A08/2015/198,Sikkim,South Sikkim,,Namchi-Damthang Road,27.169471740722656,88.363778,Debris,Slide,,1532,38,311,50,26.0,trunk,,NH710,3.3389995929668874,town,5000,Namchi,397.3998960461335,,
26314,SKM/SS/78A08/2015/199,Sikkim,South Sikkim,,Kholaghari village Road,27.220916748046875,88.385083,Debris,Slide,,1582,37,235,10,25.0,unclassified,,,15.353627176971166,village,0,Damthang,1040.7553211955246,,
26303,SKM/SS/78A08/2015/200,Sikkim,South Sikkim,,Kholaghari village Road,27.219444274902344,88.391111,Debris,Slide,,1577,27,302,10,26.0,unclassified,,,10.4152524740416,village,0,Damthang,1120.7532424809149,,
26318,SKM/SS/78A08/2015/201,Sikkim,South Sikkim,,Kholaghari village Road,27.221778,88.390861,Debris,Slide,,1589,20,265,10,25.0,unclassified,,,11.69739829653052,village,0,Damthang,860.8442331986056,,
26288,SKM/SS/78A08/2015/202,Sikkim,South Sikkim,,Kholaghari village Road,27.212749481201172,88.391444,Debris,Slide,,1565,33,327,10,29.0,unclassified,,,9.531587258092436,village,0,Damthang,1862.6263511765997,,
26291,SKM/SS/78A08/2015/203,Sikkim,South Sikkim,,Kholaghari village Road,27.214639,88.392417,Debris,Slide,,1535,34,318,10,23.0,unclassified,,,11.164263008977915,village,0,Damthang,1668.3229477480709,,
26293,SKM/SS/78A08/2015/205,Sikkim,South Sikkim,,Kholaghari village Road,27.215056,88.393306,Debris,Slide,,1551,29,283,10,23.0,unclassified,,,24.11922423995757,village,0,Damthang,1640.9701197222444,,
26252,SKM/SS/78A08/2015/206,Sikkim,South Sikkim,,Kholaghari village Road,27.194333,88.388889,Debris,Slide,,1761,29,255,10,27.0,unclassified,,,2.2441940389457247,village,0,Damthang,3897.8164919176015,,
26256,SKM/SS/78A08/2015/207,Sikkim,South Sikkim,,Kholaghari village Road,27.195722,88.387472,Debris,Slide,,1697,31,273,10,27.0,unclassified,,,14.028001097496473,village,0,Damthang,3748.394194445809,,
26268,SKM/SS/78A08/2015/209,Sikkim,South Sikkim,,Kholaghari village Road,27.202417373657227,88.391583,Debris,Slide,,1655,27,259,10,28.0,unclassified,,,4.156146130095424,village,0,Damthang,3006.9694705019538,,
26215,SKM/SS/78A08/2015/210,Sikkim,South Sikkim,,Namchi-Namthang Road,27.172332763671875,88.381444,Debris,Slide,,1597,34,174,10,28.0,unclassified,,,6.924859643168365,town,5000,Namchi,1754.6399439704758,,
26204,SKM/SS/78A08/2015/211,Sikkim,South Sikkim,,Namchi-Namthang Road,27.168167114257812,88.384556,Debris,Slide,,1542,36,242,10,26.0,secondary,,MDR,4.366664932204941,town,5000,Namchi,1936.0421934759245,,
26200,SKM/SS/78A08/2015/213,Sikkim,South Sikkim,,Namchi-Namthang Road,27.166528,88.401333,Debris,Slide,,1508,17,279,10,27.0,secondary,,MDR,11.171115543216606,town,5000,Namchi,3589.382111802882,,
26132,SKM/SS/78A08/2015/215,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.153083,88.41205596923828,Debris,Slide,,1593,43,114,10,26.0,tertiary,,,21.36114829893095,village,0,Phong,2527.6536921561624,,
26102,SKM/SS/78A08/2015/216,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.130056381225582,88.412944,Debris,Slide,,1744,26,90,50,27.0,tertiary,,,3.699749977212929,village,0,Sumbuk,3503.21298917462,,
26111,SKM/SS/78A08/2015/218,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.134389,88.40425109863281,Debris,Slide,,1809,24,247,10,24.0,tertiary,,,1.0165149306243226,village,0,Sumbuk,3053.974328444234,,
26114,SKM/SS/78A08/2015/219,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.137694,88.401556,Debris,Slide,,1810,34,233,10,26.0,tertiary,,,2.8170068354939177,village,0,Sumbuk,3132.233882685028,,
26112,SKM/SS/78A08/2015/220,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.135833,88.391111,Debris,Slide,,1807,33,149,10,26.0,tertiary,,,3.604507540928729,village,0,Sumbuk,2402.4240493515704,,
26108,SKM/SS/78A08/2015/222,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.13372230529785,88.390833,Debris,Slide,,1672,41,180,10,28.0,tertiary,,,13.800013944732518,village,0,Sumbuk,2177.9072556337537,,
26105,SKM/SS/78A08/2015/223,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.131528,88.384417,Debris,Slide,,1610,25,176,10,29.0,tertiary,,,19.193361030390268,village,0,Sumbuk,1746.9535427370784,,
26104,SKM/SS/78A08/2015/224,Sikkim,South Sikkim,,Namchi-Palum Road,27.131444,88.38600158691406,Debris,Slide,,1555,33,151,10,25.0,tertiary,,,4.660718100827725,village,0,Sumbuk,1772.081229813747,,
26091,SKM/SS/78A08/2015/226,Sikkim,South Sikkim,,Namchi-Palum Road,27.126306,88.378667,Debris,Slide,,1103,40,223,30,28.0,secondary,,MDR,4.718744100991561,village,0,Sumbuk,1171.4305714279258,,
26110,SKM/SS/78A08/2015/227,Sikkim,South Sikkim,,Namchi-Palum Road,27.134305953979492,88.370528,Debris,Slide,,1116,28,164,10,30.0,unclassified,,,15.839252507077692,village,0,Sumbuk,2296.6616448726413,,
26116,SKM/SS/78A08/2015/229,Sikkim,South Sikkim,,Namchi-Palum Road,27.140889,88.368222,Debris,Slide,,1227,35,233,10,28.0,secondary,,MDR,0.3057610713852683,town,5000,Namchi,2818.652539860363,,
26120,SKM/SS/78A08/2015/231,Sikkim,South Sikkim,,Namchi-Palum Road,27.143556,88.373083,Debris,Slide,,1285,33,290,10,24.0,secondary,,MDR,6.064898668439087,town,5000,Namchi,2625.9574670714014,,
26141,SKM/SS/78A08/2015/233,Sikkim,South Sikkim,,Namchi-Palum Road,27.15530586242676,88.390278,Debris,Slide,,1198,43,309,10,25.0,secondary,,MDR,10.222417813688809,town,5000,Namchi,2765.8489646868247,,
26336,SKM/SS/78A08/2015/235,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.233667373657227,88.348389,Debris,Slide,,1900,31,316,10,28.0,tertiary,,,7.078472344370031,village,0,Damthang,4104.985254069646,,
26349,SKM/SS/78A08/2015/236,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.237889,88.346444,Debris,Slide,,1593,28,300,10,26.0,unclassified,,,21.710908206987835,village,0,Damthang,4373.020481560566,,
26363,SKM/SS/78A08/2015/237,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.242917,88.354417,Debris,Slide,,1610,36,196,10,25.0,unclassified,,,31.285927424247365,village,0,Damthang,3788.064812860222,,
26365,SKM/SS/78A08/2015/239,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.244056,88.348056,Debris,Slide,,1535,47,213,10,28.0,unclassified,,,1.502822855086972,village,0,Damthang,4420.054423469945,,
26069,SKM/SS/78A08/2015/240,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.102944,88.404667,Debris,Subsidence,,922,26,178,10,33.0,unclassified,,,10.89297211036808,village,0,Sumbuk,2734.595709677404,,
26070,SKM/SS/78A08/2015/241,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.103111267089844,88.402722,Debris,Slide,,907,24,206,10,31.0,unclassified,,,7.534493390816913,village,0,Sumbuk,2562.495490916489,,
26067,SKM/SS/78A08/2015/242,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.102500915527344,88.400778,Debris,Slide,,848,30,206,10,30.0,unclassified,,,10.090708069840227,village,0,Sumbuk,2445.9542561434564,,
26064,SKM/SS/78A08/2015/243,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.101111,88.403333,Debris,Slide,,805,29,174,30,33.0,unclassified,,,7.524443205961041,village,0,Sumbuk,2741.329027391183,,
26063,SKM/SS/78A08/2015/244,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.101083,88.400417,Debris,Slide,,788,22,220,10,30.0,unclassified,,,1.0674028854943918,village,0,Sumbuk,2518.6685191176157,,
26061,SKM/SS/78A08/2015/245,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.098417282104492,88.400167,Debris,Slide,,692,19,222,10,26.0,unclassified,,,6.955261845735629,village,0,Sumbuk,2705.7346693085988,,
26068,SKM/SS/78A08/2015/246,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.102639,88.394639,Debris,Slide,,634,29,233,30,26.0,unclassified,,,6.169936225856319,village,0,Sumbuk,1988.6209885422504,,
26065,SKM/SS/78A08/2015/247,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.101194381713867,88.394611,Debris,Slide,,612,30,264,10,25.0,unclassified,,,2.4920366441688113,village,0,Sumbuk,2109.586316854292,,
26059,SKM/SS/78A08/2015/248,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.096444,88.433375,Debris,Slide,,887,31,155,10,31.0,unclassified,,,6.258983412343043,village,0,Sumbuk,5608.214817983341,,
26071,SKM/SS/78A08/2015/250,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.105972290039062,88.444556,Debris,Subsidence,,800,32,210,10,32.0,unclassified,,,7.578139408644017,village,0,Phong,5394.165972767975,,
26072,SKM/SS/78A08/2015/251,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.106694,88.449389,Debris,Slide,,777,27,192,10,32.0,unclassified,,,5.623866389983875,village,0,Phong,5399.279815775452,,
26066,SKM/SS/78A08/2015/252,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.10199928283691,88.458667,Debris,Slide,,433,26,126,10,26.0,secondary,,MDR,22.07925879529963,village,0,Phong,6160.187614674938,,
26058,SKM/SS/78A08/2015/253,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.093278,88.457444,Debris,Slide,,302,25,120,10,26.0,secondary,,MDR,33.504245788953334,village,0,Phong,7042.859353992803,,
26053,SKM/SS/78A08/2015/254,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.084222,88.446083,Debris,Slide,,274,41,176,10,26.0,trunk,,NH710,38.530116039756486,village,0,Sumbuk,7338.502696901361,,
26054,SKM/SS/78A08/2015/255,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.084722,88.443833,Debris,Slide,,278,28,147,10,24.0,trunk,,NH710,23.731125542125017,village,0,Sumbuk,7116.024581010943,,
26052,SKM/SS/78A08/2015/256,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.08275032043457,88.434778,Debris,Slide,,340,25,135,30,26.0,trunk,,NH710,12.278167224449511,village,0,Sumbuk,6468.771291157055,,
26055,SKM/SS/78A08/2015/257,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.08766746520996,88.416528,Debris,Slide,,276,37,209,60,28.0,trunk,,NH710,1.289634345245834,village,0,Sumbuk,4705.206976106589,,
26056,SKM/SS/78A08/2015/258,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.090083,88.413139,Debris,Slide,,293,23,160,10,26.0,trunk,,NH710,62.37117907597771,village,0,Sumbuk,4275.507998497255,,
26057,SKM/SS/78A08/2015/259,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.090944290161133,88.406833,Debris,Slide,,290,25,166,10,26.0,trunk,,NH710,2.4116530010412576,village,0,Sumbuk,3764.601884585051,,
26060,SKM/SS/78A08/2015/260,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.097833,88.37850189208984,Debris,Slide,,311,32,178,10,25.0,trunk,,NH710,15.758896389658451,village,0,Manpur,1597.9117468060942,,
26062,SKM/SS/78A08/2015/261,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.101083,88.36150360107422,Debris,Slide,,378,47,286,10,25.0,trunk,,NH710,16.19957452227684,village,0,Manpur,239.33248470948263,,
26074,SKM/SS/78A08/2015/262,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.107417,88.363139,Debris,Slide,,503,35,304,10,25.0,secondary,,MDR,5.567452900390533,village,0,Manpur,544.2486905552254,,
26172,SKM/SS/78A08/2015/272,Sikkim,South Sikkim,,Namchi-Namthang Road,27.160194396972656,88.415056,Debris,Slide,,1552,29,204,10,27.0,secondary,,MDR,8.023278558714836,village,0,Phong,2326.289194339741,,
26152,SKM/SS/78A08/2015/273,Sikkim,South Sikkim,,Namchi-Namthang Road,27.15800094604492,88.347972,Debris,Slide,,1368,39,305,10,26.0,tertiary,,,12.349663845566772,town,5000,Namchi,1934.4396657944656,,
26177,SKM/SS/78A08/2015/274,Sikkim,South Sikkim,,Namchi-Namthang Road,27.16144371032715,88.410556,Debris,Slide,,1587,40,136,10,26.0,secondary,,MDR,25.85221108953935,village,0,Phong,2794.28264031768,,
26160,SKM/SS/78A08/2015/276,Sikkim,South Sikkim,,Namchi-Namthang Road,27.158416748046875,88.420139,Debris,Slide,,1584,39,240,10,25.0,secondary,,MDR,15.990420106889852,village,0,Phong,1786.413761042581,,
26170,SKM/SS/78A08/2015/277,Sikkim,South Sikkim,,Namchi-Namthang Road,27.160056,88.423028,Debris,Slide,,1553,41,158,50,24.0,secondary,,MDR,34.068670194744364,village,0,Phong,1578.4452790417831,,
26162,SKM/SS/78A08/2015/278,Sikkim,South Sikkim,,Namchi-Namthang Road,27.158944,88.427111,Debris,Slide,,1586,40,224,10,26.0,secondary,,MDR,14.268387575169792,village,0,Phong,1159.6961727847088,,
26142,SKM/SS/78A08/2015/279,Sikkim,South Sikkim,,Namchi-Namthang Road,27.15625,88.430722,Debris,Slide,,1435,39,231,10,25.0,unclassified,,,13.615391578308149,village,0,Phong,710.7036683141035,,
26207,SKM/SS/78A08/2015/280,Sikkim,South Sikkim,,Namchi-Namthang Road,27.169583,88.462361,Debris,Slide,,1653,28,124,10,24.0,unclassified,,,10.819948788990652,village,0,Phong,3008.5631390909816,,
26187,SKM/SS/78A08/2015/281,Sikkim,South Sikkim,,Namchi-Namthang Road,27.163861,88.462306,Debris,Slide,,1502,23,103,10,24.0,unclassified,,,17.853124471591144,village,0,Phong,2692.36014450404,,
26185,SKM/SS/78A08/2015/282,Sikkim,South Sikkim,,Namchi-Namthang Road,27.163556,88.458833,Debris,Slide,,1458,32,187,10,23.0,unclassified,,,1.4715036046032293,village,0,Phong,2365.231029188803,,
26235,SKM/SS/78A08/2015/298,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.18174934387207,88.395778,Debris,Slide,,1881,44,206,10,27.0,tertiary,,,19.93599018305366,town,5000,Namchi,3497.757324966451,,
26224,SKM/SS/78A08/2015/299,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.176944,88.402056,Debris,Slide,,1926,35,254,10,26.0,tertiary,,,3.2065724068467474,town,5000,Namchi,3852.813597360939,,
26222,SKM/SS/78A08/2015/300,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.175778,88.402417,Debris,Slide,,1927,33,246,10,28.0,tertiary,,,1.734497865875937,town,5000,Namchi,3848.866803140641,,
26205,SKM/SS/78A08/2015/302,Sikkim,South Sikkim,,,27.169028,88.486333,Debris,Slide,,1237,36,356,10,24.0,unclassified,,,3.5604214819919835,town,0,Rangpo,4411.277427607297,,
26201,SKM/SS/78A08/2015/304,Sikkim,South Sikkim,,Perbing-Chuba Road,27.166611,88.417528,Debris,Slide,,1799,28,106,10,24.0,tertiary,,,20.73771020114249,village,0,Phong,2417.5454835213445,,
26223,SKM/SS/78A08/2015/305,Sikkim,South Sikkim,,Perbing-Chuba Road,27.176000595092773,88.429556,Debris,Slide,,1623,38,255,10,23.0,tertiary,,,6.458273077377953,village,0,Phong,2552.164112640238,,
26227,SKM/SS/78A08/2015/306,Sikkim,South Sikkim,,Perbing-Chuba Road,27.178111,88.430556,Debris,Slide,,1624,30,343,10,22.0,tertiary,,,85.29372185439269,village,0,Phong,2749.547456741063,,
26136,SKM/SS/78A08/2015/307,Sikkim,South Sikkim,,Melli-Phong Road,27.15424919128418,88.500333,Debris,Slide,,998,32,90,10,29.0,unclassified,,,16.195720083092457,town,0,Rangpo,3728.9205452674382,,
26193,SKM/SS/78A08/2015/308,Sikkim,South Sikkim,,Melli-Phong Road,27.165000915527344,88.444444,Debris,Slide,,1380,33,47,10,22.0,secondary,,MDR,4.916968689439524,village,0,Phong,1390.9455465877163,,
26165,SKM/SS/78A08/2015/309,Sikkim,South Sikkim,,Melli-Phong Road,27.159194,88.444361,Debris,Slide,,1312,36,12,10,24.0,secondary,,MDR,11.565785267575848,village,0,Phong,885.0245939731378,,
26138,SKM/SS/78A08/2015/310,Sikkim,South Sikkim,,Melli-Phong Road,27.154722213745117,88.443056,Debris,Slide,,1375,33,164,10,26.0,tertiary,,,5.71776852904234,village,0,Phong,558.1418371042606,,
26128,SKM/SS/78A08/2015/311,Sikkim,South Sikkim,,Melli-Phong Road,27.15077781677246,88.4384994506836,Debris,Slide,,1210,34,134,10,27.0,secondary,,MDR,19.68191200370281,village,0,Phong,386.482470251036,,
26097,SKM/SS/78A08/2015/312,Sikkim,South Sikkim,,Melli-Rabikhola Road,27.128694,88.442778,Debris,Slide,,646,33,213,10,28.0,unclassified,,,7.015965060955067,village,0,Phong,2873.757288894699,,
26100,SKM/SS/78A08/2015/313,Sikkim,South Sikkim,,Melli-Rabikhola Road,27.128999710083008,88.441361,Debris,Slide,,643,20,108,50,28.0,unclassified,,,3.3998971361158614,village,0,Phong,2817.686068016207,,
26088,SKM/SS/78A08/2015/314,Sikkim,South Sikkim,,Melli-Rabikhola Road,27.124778,88.445083,Debris,Slide,,615,31,16,10,27.0,secondary,,MDR,1.3961648402783358,village,0,Phong,3346.3581520843486,,
26084,SKM/SS/78A08/2015/320,Sikkim,South Sikkim,,Namchi-Kitam Road,27.122611,88.343389,Debris,Slide,,909,26,204,10,29.0,trunk,,NH710,18.737313204354628,village,0,Manpur,2982.2954948462875,,
26092,SKM/SS/78A08/2015/322,Sikkim,South Sikkim,,Namchi-Kitam Road,27.12644386291504,88.340444,Debris,Slide,,1034,29,268,10,28.0,trunk,,NH710,6.982405809710756,village,0,Assangthang,3387.6066526005557,,
26103,SKM/SS/78A08/2015/323,Sikkim,South Sikkim,,Namchi-Kitam Road,27.130443572998047,88.340222,Debris,Slide,,1170,28,220,50,31.0,trunk,,NH710,10.565271913833977,village,0,Assangthang,2966.5660103210835,,
26109,SKM/SS/78A08/2015/324,Sikkim,South Sikkim,,Namchi-Kitam Road,27.133806228637695,88.342778,Debris,Slide,,1199,27,105,30,32.0,trunk,,NH710,13.402430671215011,village,0,Assangthang,2748.1501088370023,,
26113,SKM/SS/78A08/2015/325,Sikkim,South Sikkim,,Namchi-Kitam Road,27.137666702270508,88.342694,Debris,Slide,,1201,30,120,10,32.0,trunk,,NH710,13.664540285930457,village,0,Assangthang,2385.535967961778,,
26342,SKM/SS/78A08/2015/360,Sikkim,South Sikkim,,,27.235861,88.433167,Debris,Slide,,1207,26,82,10,23.0,unclassified,,,6.858769934576317,village,0,Tarku,1153.7054294749717,,
26261,SKM/SS/78A08/2015/385,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.19902801513672,88.350417,Debris,Slide,,1140,31,178,10,29.0,unclassified,,,11.662660388188572,town,5000,Namchi,3937.6655231570753,,
26263,SKM/SS/78A08/2015/386,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.200389,88.35449981689453,Debris,Slide,,1103,43,162,10,28.0,unclassified,,,16.24846992984805,town,5000,Namchi,3950.4932389512433,,
26210,SKM/SS/78A08/2015/393,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.171138763427734,88.354611,Debris,Slide,,1247,25,198,10,26.0,unclassified,Earthern Road,,11.710664941942229,town,5000,Namchi,1189.8166539817405,,
26202,SKM/SS/78A08/2015/394,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.167611,88.348889,Debris,Slide,,1102,31,248,10,25.0,unclassified,Earthern Road,,10.074088451089729,town,5000,Namchi,1628.3140324557112,,
26194,SKM/SS/78A08/2015/395,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.165278,88.348528,Debris,Slide,,1073,32,289,10,24.0,unclassified,Earthern Road,,4.962049086585573,town,5000,Namchi,1658.4957628999575,,
26192,SKM/SS/78A08/2015/396,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.164527893066406,88.348472,Debris,Slide,,1099,27,302,10,24.0,unclassified,Earthern Road,,63.06243849741053,town,5000,Namchi,1670.841220002853,,
26278,SKM/SS/78A08/2015/54,Sikkim,South Sikkim,,Phong-Bermiok Road,27.206611,88.442814,Debris,Slide,,1315,38,77,30,27.0,tertiary,,,5.210482209836546,village,0,Pabong,2458.4002705072608,,
26281,SKM/SS/78A08/2015/55,Sikkim,South Sikkim,,Phong-Bermiok Road,27.20703887939453,88.446667,Debris,Slide,,1341,39,212,30,24.0,tertiary,,,7.611513662007113,village,0,Pabong,2379.077471455397,,
26276,SKM/SS/78A08/2015/56,Sikkim,South Sikkim,,Phong-Bermiok Road,27.204999923706055,88.442122,Debris,Slide,,1299,32,125,50,25.0,tertiary,,,15.489031435425169,village,0,Pabong,2646.2898602337827,,
26320,SKM/SS/78A12/2015/147,Sikkim,South Sikkim,,NH-31A,27.223833084106445,88.491833,Debris,Slide,,348,23,277,10,23.0,trunk,RANGPO-GANGTOK Rd,NH10,3.2828707524807115,village,0,Burdāng,663.6458867971571,,
26328,SKM/SS/78A12/2015/149,Sikkim,South Sikkim,,Singtam-Dikchu Road,27.22855567932129,88.493889,Debris,Slide,,357,27,308,50,25.0,trunk,RANGPO-GANGTOK Rd,NH10,2.6929858543760306,town,0,Singtam,496.6106970687729,,
26339,SKM/SS/78A12/2015/150,Sikkim,South Sikkim,,Singtam-Dikchu Road,27.235750198364254,88.506472,Debris,Slide,,404,42,150,10,26.0,trunk,,NH10,11.043866344326563,town,0,Singtam,1020.6925932000728,,
26340,SKM/SS/78A12/2015/151,Sikkim,South Sikkim,,Singtam-Dikchu Road,27.235750198364254,88.507972,Debris,Slide,,383,13,135,10,26.0,trunk,,NH10,46.2004106727972,town,0,Singtam,1158.1948872932385,,
26176,SKM/SS/78A12/2015/171,Sikkim,South Sikkim,,Namchi-Namthang Road,27.161306381225582,88.512944,Debris,Slide,,913,36,82,10,28.0,tertiary,,,7.124045297739539,town,0,Rangpo,2260.492865912479,,
26180,SKM/SS/78A12/2015/172,Sikkim,South Sikkim,,Namchi-Namthang Road,27.162194,88.510611,Debris,Slide,,1001,29,115,30,29.0,tertiary,,,6.855287545292201,town,0,Rangpo,2384.6141273741973,,
26178,SKM/SS/78A12/2015/173,Sikkim,South Sikkim,,Namchi-Namthang Road,27.16191673278809,88.509639,Debris,Slide,,1027,23,155,10,29.0,tertiary,,,0.6009439527333971,town,0,Rangpo,2481.6543285046732,,
26174,SKM/SS/78A12/2015/174,Sikkim,South Sikkim,,Namchi-Namthang Road,27.160722,88.505889,Debris,Slide,,1051,28,144,30,28.0,tertiary,,,0.5587324499852198,town,0,Rangpo,2866.1781248836696,,
26435,SKM/WS/78A07/2015/343,Sikkim,West Sikkim,,Legship-Rishi Road,27.268943786621097,88.2874984741211,Debris,Slide,,565,40,57,50,23.0,primary,,SH,5.743523579812548,village,0,Legship,1768.9360607256656,,
26424,SKM/WS/78A07/2015/344,Sikkim,West Sikkim,,Legship-Rishi Road,27.261749267578125,88.29450225830078,Debris,Slide,,597,36,47,10,23.0,primary,,SH,27.65180468033923,village,0,Legship,2827.199101133596,,
26389,SKM/WS/78A07/2015/345,Sikkim,West Sikkim,,Legship-Rishi Road,27.254222,88.30049896240234,Debris,Slide,,566,24,19,50,23.0,primary,,SH,1.6459581334855795,village,0,Rinchingpong,3253.380877445276,,
26377,SKM/WS/78A07/2015/346,Sikkim,West Sikkim,,Legship-Rishi Road,27.25,88.301889,Debris,Slide,,550,52,124,10,23.0,primary,,SH,6.320764941645568,village,0,Reshi,3141.242135358969,,
26597,SKM/WS/78A07/2015/352,Sikkim,West Sikkim,,Dhupidara Road,27.39550018310547,88.306889,Debris,Slide,,1646,39,221,10,23.0,unclassified,,,14.039167021923427,village,0,Yuksom,9237.540255838412,,
26592,SKM/WS/78A07/2015/354,Sikkim,West Sikkim,,Dhupidara Road,27.393138885498047,88.310139,Debris,Slide,,1537,27,254,10,23.0,unclassified,,,6.959932387245914,village,0,Yuksom,9467.059641611388,,
26579,SKM/WS/78A07/2015/357,Sikkim,West Sikkim,,Dhupidara Road,27.379638671875,88.315361,Debris,Slide,,1532,34,22,10,24.0,unclassified,,,3.1043435799761427,town,2282,Ravangla,9601.897372428077,,
26470,SKM/WS/78A07/2015/359,Sikkim,West Sikkim,,Legship-Geyzing Road,27.284139,88.264889,Debris,Slide,,1049,35,133,10,27.0,secondary,,NH510,1.27879523071639,town,0,Gyalshing,998.3240900114316,,
