system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,elevation_m,.geo,index_right,osm_id,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m
00000000000000000da8,Ukhrul,,24.72861099243164,94.224861,Debris,Slide,Kangoi,18561,,MN/UKH/83L02/2018/21,Manipur,1662,"{""type"":""MultiPoint"",""coordinates"":[]}",202324,1127649173,unclassified,,,5.235745078183607
00000000000000000dbf,Ukhrul,,24.742139,94.221333,Debris,Slide,Kangoi,18583,,MN/UKH/83L02/2018/22,Manipur,1699,"{""type"":""MultiPoint"",""coordinates"":[]}",202324,1127649173,unclassified,,,5.926491369823443
00000000000000000f3a,Ukhrul,,24.925193786621097,94.337056,Debris,Slide,1.5 km South of Leiting Village.,18903,,MN/UKH/83L05/2018/1,Manipur,1490,"{""type"":""MultiPoint"",""coordinates"":[]}",10200,385459681,trunk,,NH102A,9.698117176167408
00000000000000000f19,Ukhrul,,24.907249450683594,94.335333,Debris,Slide,0.5 km South of Phalang Village.,18879,,MN/UKH/83L05/2018/2,Manipur,1362,"{""type"":""MultiPoint"",""coordinates"":[]}",10200,385459681,trunk,,NH102A,3.0008881316661573
00000000000000000f12,Ukhrul,,24.8984375,94.328686,Debris,Slide,2 km South of Phalang Village.,18873,,MN/UKH/83L05/2018/3,Manipur,1371,"{""type"":""MultiPoint"",""coordinates"":[]}",10200,385459681,trunk,,NH102A,3.42882758271298
00000000000000000ea5,West Imphal,,24.84000015258789,93.9000015258789,Debris,Slide,"Langol area, West Imphal",18786,,MN/WEI/83H13/2020/1,Manipur,934,"{""type"":""MultiPoint"",""coordinates"":[]}",194486,1126715660,residential,,,277.0194678429717
00000000000000000e60,West Imphal,,24.81999969482422,93.88999938964844,Debris,Slide,"Meitei Langol, West Imphal",18728,,MN/WEI/83H13/2020/4,Manipur,778,"{""type"":""MultiPoint"",""coordinates"":[]}",222167,1133069052,service,,,50.13847675021641
0000000000000000225f,Aizawl,,24.188701629638672,92.943036,Debris,Slide,N. Of New Vervek,22583,,MZ/AIZ/83D16/2016/103,Mizoram,484,"{""type"":""MultiPoint"",""coordinates"":[]}",10092,384637685,trunk,,NH306A,6.474249624215407
0000000000000000225c,Aizawl,,24.184022,92.951257,Debris,Slide,towards Tipaimukh,22580,,MZ/AIZ/83D16/2016/118,Mizoram,453,"{""type"":""MultiPoint"",""coordinates"":[]}",4175,237669787,trunk,,NH2,2.7449637670347196
00000000000000002274,Aizawl,,24.200746,92.98516845703124,Debris,Slide,9 km wast of Tipaimukh,22602,,MZ/AIZ/83D16/2016/121,Mizoram,252,"{""type"":""MultiPoint"",""coordinates"":[]}",4175,237669787,trunk,,NH2,4.971841532649671
0000000000000000228e,Aizawl,,24.24276351928711,92.955406,Debris,Slide,Near Sakawrdai,22626,,MZ/AIZ/83D16/2016/130,Mizoram,685,"{""type"":""MultiPoint"",""coordinates"":[]}",10092,384637685,trunk,,NH306A,0.9113918653207685
00000000000000002242,Aizawl,,24.12563133239746,92.805948,Debris,Slide,N of Bukpui,22561,,MZ/AIZ/83D16/2016/54,Mizoram,701,"{""type"":""MultiPoint"",""coordinates"":[]}",36475,663217034,secondary,,,10.305238699753646
00000000000000002243,Aizawl,,24.125995635986328,92.805874,Debris,Slide,N of Bukpui,22562,,MZ/AIZ/83D16/2016/55,Mizoram,700,"{""type"":""MultiPoint"",""coordinates"":[]}",36475,663217034,secondary,,,11.602595245892934
000000000000000021ca,Aizawl,,24.014331817626953,92.924018,Debris,Slide,NW of darlawn,22467,,MZ/AIZ/83D16/2016/99,Mizoram,1076,"{""type"":""MultiPoint"",""coordinates"":[]}",166525,1064231381,unclassified,,,4.071179503508413
000000000000000021fb,Aizawl,,24.047916412353516,93.05694580078124,Debris,Slide,VanbawngTuivai R,22510,,MZ/AIZ/83H04/2017/11,Mizoram,1229,"{""type"":""MultiPoint"",""coordinates"":[]}",289409,1470887683,path,,,13.407418634838441
000000000000000021c7,Aizawl,,24.01247215270996,93.047249,Debris,Slide,3.5 km from Vanbawng,22465,,MZ/AIZ/83H04/2017/15,Mizoram,1238,"{""type"":""MultiPoint"",""coordinates"":[]}",261388,1306618655,tertiary,,,8.697486723856837
000000000000000021be,Aizawl,,24.00116729736328,93.037613,Debris,Slide,SuangpuilawnLamherh section,22457,,MZ/AIZ/83H04/2017/4,Mizoram,1188,"{""type"":""MultiPoint"",""coordinates"":[]}",261388,1306618655,tertiary,,,4.011820903549576
000000000000000021f4,Aizawl,,24.040971755981445,93.078697,Debris,Slide,"Near Tuivai R, east of Vanbawng",22504,,MZ/AIZ/83H04/2017/9,Mizoram,665,"{""type"":""MultiPoint"",""coordinates"":[]}",289409,1470887683,path,,,4.193994734705621
00000000000000001feb,Aizawl,,23.733083,92.675611,Debris,Slide,Mizoram university-Aizawl road,22130,,MZ/AIZ/84A10/2015/117,Mizoram,760,"{""type"":""MultiPoint"",""coordinates"":[]}",168448,1067571852,unclassified,,,20.100697417276894
00000000000000001fe0,Aizawl,,23.727693557739254,92.73600006103516,Debris,Slide,,22125,,MZ/AIZ/84A10/2015/74,Mizoram,720,"{""type"":""MultiPoint"",""coordinates"":[]}",170013,1070595390,service,,,7.712573506752915
00000000000000001f94,Aizawl,,23.711722,92.858394,Debris,Slide,Tlangnuam area alon NH54,22088,,MZ/AIZ/84A14/2015/63,Mizoram,867,"{""type"":""MultiPoint"",""coordinates"":[]}",117749,1053548979,trunk,,NH2,8.39917969685897
0000000000000000218d,Aizawl,,23.959278106689453,93.123558,Debris,Slide,,22424,,MZ/AIZ/84E01/2017/109,Mizoram,1379,"{""type"":""MultiPoint"",""coordinates"":[]}",26727,567466099,tertiary,,,4.728276687870064
00000000000000002196,Aizawl,,23.966917037963867,93.041473,Debris,Flow,SuangpuilawnLamherh section,22431,,MZ/AIZ/84E01/2017/50,Mizoram,1106,"{""type"":""MultiPoint"",""coordinates"":[]}",261388,1306618655,tertiary,,,2.7707673803941364
00000000000000002054,Aizawl,,23.77780532836914,93.00489044189452,Debris,Slide,14 lm from Dilkhan,22193,,MZ/AIZ/84E01/2017/55,Mizoram,582,"{""type"":""MultiPoint"",""coordinates"":[]}",10170,385140336,primary,,,9.783024969174578
0000000000000000211b,Aizawl,,23.882055282592773,93.041222,Debris,Slide,ZawnginPhullen section,22345,,MZ/AIZ/84E01/2017/57,Mizoram,876,"{""type"":""MultiPoint"",""coordinates"":[]}",10168,385140334,primary,,,1.950752180971088
000000000000000020d0,Aizawl,,23.847999572753903,93.04188537597656,Debris,Slide,Phullen,22288,,MZ/AIZ/84E01/2017/60,Mizoram,1010,"{""type"":""MultiPoint"",""coordinates"":[]}",35953,661020061,primary,,,5.2693597107650625
0000000000000000213d,Aizawl,,23.900693893432617,93.015587,Debris,Slide,Zawngin village,22370,,MZ/AIZ/84E01/2017/62,Mizoram,1077,"{""type"":""MultiPoint"",""coordinates"":[]}",35955,661031633,primary,,,1.5007936619009112
00000000000000002132,Aizawl,,23.888081,93.026642,Debris,Slide,ZawnginPhullen section,22360,,MZ/AIZ/84E01/2017/66,Mizoram,958,"{""type"":""MultiPoint"",""coordinates"":[]}",10168,385140334,primary,,,56.89284844267394
00000000000000002139,Aizawl,,23.89444351196289,93.019279,Debris,Slide,ZawnginPhullen section,22366,,MZ/AIZ/84E01/2017/69,Mizoram,1071,"{""type"":""MultiPoint"",""coordinates"":[]}",35955,661031633,primary,,,0.9459411231691705
0000000000000000216c,Aizawl,,23.93633270263672,93.118858,Debris,Slide,PhuaibuangKhawlian section,22401,,MZ/AIZ/84E01/2017/72,Mizoram,1514,"{""type"":""MultiPoint"",""coordinates"":[]}",26727,567466099,tertiary,,,5.472517325370238
0000000000000000215f,Aizawl,,23.927389,93.0280303955078,Debris,Slide,SuangpuilawnZawngin section,22392,,MZ/AIZ/84E01/2017/77,Mizoram,1064,"{""type"":""MultiPoint"",""coordinates"":[]}",35955,661031633,primary,,,5.333000116997648
00000000000000002081,Aizawl,,23.7941951751709,93.02505493164062,Debris,Slide,ThanglailungSaitual section,22224,,MZ/AIZ/84E01/2017/84,Mizoram,561,"{""type"":""MultiPoint"",""coordinates"":[]}",10176,385151496,primary,,,1.5450830530866009
0000000000000000214d,Aizawl,,23.91344451904297,93.023941,Debris,Slide,SuangpuilawnZawngin section,22380,,MZ/AIZ/84E01/2017/88,Mizoram,1101,"{""type"":""MultiPoint"",""coordinates"":[]}",35955,661031633,primary,,,0.47056714210299316
0000000000000000212f,Aizawl,,23.887251,93.095612,Debris,Slide,"Ainawl village, near Tuivai river",22358,,MZ/AIZ/84E01/2017/93,Mizoram,637,"{""type"":""MultiPoint"",""coordinates"":[]}",26720,567256838,tertiary,,,10.932062003908655
00000000000000002055,Aizawl,,23.779443740844727,93.023918,Debris,Slide,ThanglailungSaitual section,22194,,MZ/AIZ/84E01/2017/94,Mizoram,426,"{""type"":""MultiPoint"",""coordinates"":[]}",10176,385151496,primary,,,6.391454161343105
000000000000000020e5,Aizawl,,23.85502815246582,93.04169464111328,Debris,Slide,Phullen,22301,,MZ/AIZ/84E01/2017/99,Mizoram,944,"{""type"":""MultiPoint"",""coordinates"":[]}",35953,661020061,primary,,,5.031766824821302
00000000000000001eb5,Aizawl,,23.639484405517575,93.032189,Debris,Slide,13.5km S OF Dulte,21965,,MZ/AIZ/84E02/2017/30,Mizoram,484,"{""type"":""MultiPoint"",""coordinates"":[]}",10375,387481866,trunk,,NH6,14.626964707706419
00000000000000001ec8,Aizawl,,23.650924682617188,93.030704,Debris,Slide,15km S of Dulte,21979,,MZ/AIZ/84E02/2017/32,Mizoram,477,"{""type"":""MultiPoint"",""coordinates"":[]}",4561,242679585,trunk,,NH6,14.020599029156225
00000000000000001ecb,Aizawl,,23.653812408447266,93.029927,Debris,Slide,20.5km E of Keifang,21981,,MZ/AIZ/84E02/2017/37,Mizoram,465,"{""type"":""MultiPoint"",""coordinates"":[]}",4561,242679585,trunk,,NH6,13.184596770537752
000000000000000021d8,Champhai,,24.023944854736328,93.195663,Debris,Slide,KhawdungseiChiahpui,22478,,MZ/CHA/83H04/2017/12,Mizoram,1260,"{""type"":""MultiPoint"",""coordinates"":[]}",9028,366234078,unclassified,,,13.697992263882899
000000000000000021bf,Champhai,,24.003889,93.323502,Debris,Slide,MimbungTuisa river section,22458,,MZ/CHA/83H08/2017/2,Mizoram,698,"{""type"":""MultiPoint"",""coordinates"":[]}",5883,294072447,unclassified,,,0.08329110644650806
0000000000000000208e,Champhai,,23.801001,93.166359,Debris,Slide,NgopaPawlrang section,22234,,MZ/CHA/84E01/2017/1,Mizoram,570,"{""type"":""MultiPoint"",""coordinates"":[]}",4555,242678163,trunk,,NH102B,7.2533709723379705
00000000000000002088,Champhai,,23.798611,93.16378021240234,Debris,Slide,NgopaPawlrang section,22229,,MZ/CHA/84E01/2017/12,Mizoram,624,"{""type"":""MultiPoint"",""coordinates"":[]}",4555,242678163,trunk,,NH102B,2.356925559092471
00000000000000002053,Champhai,,23.77755546569824,93.112473,Debris,Slide,NE of Hliappui,22192,,MZ/CHA/84E01/2017/14,Mizoram,1261,"{""type"":""MultiPoint"",""coordinates"":[]}",4558,242679564,trunk,,NH102B,4.067897033172807
0000000000000000207b,Champhai,,23.791276931762695,93.156387,Debris,Slide,NgopaPawlrang section,22219,,MZ/CHA/84E01/2017/15,Mizoram,665,"{""type"":""MultiPoint"",""coordinates"":[]}",4555,242678163,trunk,,NH102B,4.813792407275611
0000000000000000205b,Champhai,,23.782249,93.14886474609376,Debris,Slide,7.4 km SE of Pawlrang,22199,,MZ/CHA/84E01/2017/18,Mizoram,817,"{""type"":""MultiPoint"",""coordinates"":[]}",4555,242678163,trunk,,NH102B,1.5041266551203136
00000000000000002182,Champhai,,23.95027732849121,93.217056,Debris,Slide,,22417,,MZ/CHA/84E01/2017/19,Mizoram,962,"{""type"":""MultiPoint"",""coordinates"":[]}",59959,825457434,trunk,,NH102B,10.325377230446925
000000000000000020f7,Champhai,,23.860361099243164,93.20380401611328,Debris,Slide,3.2 km S of Ngopa,22313,,MZ/CHA/84E01/2017/2,Mizoram,955,"{""type"":""MultiPoint"",""coordinates"":[]}",257394,1296332541,trunk,,NH102B,6.6501288310058495
000000000000000020fb,Champhai,,23.86341667175293,93.201279,Debris,Slide,3.8 km S of Ngopa,22317,,MZ/CHA/84E01/2017/20,Mizoram,941,"{""type"":""MultiPoint"",""coordinates"":[]}",264882,1324323634,trunk,,NH102B,7.782250071016769
00000000000000002171,Champhai,,23.939193725585938,93.21419525146484,Debris,Slide,,22405,,MZ/CHA/84E01/2017/22,Mizoram,1078,"{""type"":""MultiPoint"",""coordinates"":[]}",59959,825457434,trunk,,NH102B,1.7929211710991309
00000000000000002095,Champhai,,23.80308532714844,93.1592254638672,Debris,Slide,NgopaPawlrang section,22240,,MZ/CHA/84E01/2017/25,Mizoram,421,"{""type"":""MultiPoint"",""coordinates"":[]}",4555,242678163,trunk,,NH102B,9.601945501213649
0000000000000000207e,Champhai,,23.792749,93.116943,Debris,Slide,PawlrangHliappui section,22222,,MZ/CHA/84E01/2017/27,Mizoram,1285,"{""type"":""MultiPoint"",""coordinates"":[]}",4558,242679564,trunk,,NH102B,39.614609435361814
00000000000000002116,Champhai,,23.88105583190918,93.2458038330078,Debris,Slide,KawlbemNgopa section,22340,,MZ/CHA/84E01/2017/39,Mizoram,1472,"{""type"":""MultiPoint"",""coordinates"":[]}",31945,619147421,primary,,,0.3294764440258211
00000000000000002119,Champhai,,23.881639,93.234642,Debris,Slide,KawlbemNgopa section,22343,,MZ/CHA/84E01/2017/4,Mizoram,1272,"{""type"":""MultiPoint"",""coordinates"":[]}",31945,619147421,primary,,,5.021369521905678
000000000000000020fd,Champhai,,23.866138458251953,93.222809,Debris,Slide,5 km from Ngopa,22319,,MZ/CHA/84E01/2017/41,Mizoram,1163,"{""type"":""MultiPoint"",""coordinates"":[]}",31945,619147421,primary,,,1.2090347170598152
000000000000000020ff,Champhai,,23.86827850341797,93.222557,Debris,Slide,Near Ngopa village,22321,,MZ/CHA/84E01/2017/42,Mizoram,1160,"{""type"":""MultiPoint"",""coordinates"":[]}",31945,619147421,primary,,,15.281130698117034
00000000000000002110,Champhai,,23.875173568725582,93.21302032470705,Debris,Slide,Ngopa village,22335,,MZ/CHA/84E01/2017/44,Mizoram,1166,"{""type"":""MultiPoint"",""coordinates"":[]}",31945,619147421,primary,,,7.7949254130677055
000000000000000020f6,Champhai,,23.860166549682617,93.194778,Debris,Slide,5 km S of Ngopa,22312,,MZ/CHA/84E01/2017/47,Mizoram,912,"{""type"":""MultiPoint"",""coordinates"":[]}",264882,1324323634,trunk,,NH102B,7.651719112402815
00000000000000002106,Champhai,,23.870567321777344,93.215149,Debris,Slide,Near Ngopa village,22327,,MZ/CHA/84E01/2017/49,Mizoram,1127,"{""type"":""MultiPoint"",""coordinates"":[]}",31945,619147421,primary,,,1.352224673978575
0000000000000000205c,Champhai,,23.782249,93.1161651611328,Debris,Slide,5.6 km NE of Hliappui,22200,,MZ/CHA/84E01/2017/5,Mizoram,1231,"{""type"":""MultiPoint"",""coordinates"":[]}",4558,242679564,trunk,,NH102B,2.740963052619521
00000000000000001e7b,Champhai,,23.60813331604004,93.201022,Debris,Slide,16km N of Khawzawl,21932,,MZ/CHA/84E02/2017/0009,Mizoram,959,"{""type"":""MultiPoint"",""coordinates"":[]}",31940,618768239,primary,,,22.971843126914653
00000000000000001f75,Champhai,,23.701575,93.177726,Debris,Slide,E of Aiduzawl,22069,,MZ/CHA/84E02/2017/0063,Mizoram,1395,"{""type"":""MultiPoint"",""coordinates"":[]}",266089,1330937524,unclassified,,,7.900987815644523
00000000000000001e47,Champhai,,23.577354431152344,93.102871,Debris,Slide,2.8 km N from Tuisen bridge,21900,,MZ/CHA/84E02/2017/0070,Mizoram,693,"{""type"":""MultiPoint"",""coordinates"":[]}",5788,288173831,trunk,,NH6,16.652001377289473
00000000000000001f61,Champhai,,23.695088,93.041426,Debris,Slide,16km E of Saitual,22057,,MZ/CHA/84E02/2017/0095,Mizoram,755,"{""type"":""MultiPoint"",""coordinates"":[]}",170011,1070591750,residential,,,4.09916063502343
00000000000000001f66,Champhai,,23.696979,93.041829,Debris,Slide,16.5km E of Saitual,22060,,MZ/CHA/84E02/2017/0096,Mizoram,809,"{""type"":""MultiPoint"",""coordinates"":[]}",170011,1070591750,residential,,,2.4504955410921334
00000000000000001ea2,Champhai,,23.63340950012207,93.033595,Debris,Slide,12km S of Dulte,21954,,MZ/CHA/84E02/2017/0109,Mizoram,553,"{""type"":""MultiPoint"",""coordinates"":[]}",10375,387481866,trunk,,NH6,9.92303276881179
00000000000000001ea1,Champhai,,23.631956100463867,93.033971,Debris,Slide,11.5km S of Dulte,21953,,MZ/CHA/84E02/2017/0110,Mizoram,566,"{""type"":""MultiPoint"",""coordinates"":[]}",10375,387481866,trunk,,NH6,3.0546401045038696
00000000000000001e9c,Champhai,,23.626737594604492,93.033627,Debris,Slide,10.5km S of Dulte,21950,,MZ/CHA/84E02/2017/0111,Mizoram,587,"{""type"":""MultiPoint"",""coordinates"":[]}",10375,387481866,trunk,,NH6,4.289379612891048
00000000000000001e87,Champhai,,23.617227,93.042191,Debris,Slide,8.5km S of Dulte,21940,,MZ/CHA/84E02/2017/0112,Mizoram,709,"{""type"":""MultiPoint"",""coordinates"":[]}",5784,288164578,trunk,,NH6,7.370326795494223
00000000000000001ec2,Champhai,,23.646848,93.068776,Debris,Slide,Near Chimluang road project,21973,,MZ/CHA/84E02/2017/0119,Mizoram,873,"{""type"":""MultiPoint"",""coordinates"":[]}",277424,1374509136,trunk,,NH6,2.028183411007141
00000000000000001ec5,Champhai,,23.647592544555664,93.068219,Debris,Slide,3km E of Dulte,21976,,MZ/CHA/84E02/2017/0120,Mizoram,877,"{""type"":""MultiPoint"",""coordinates"":[]}",277424,1374509136,trunk,,NH6,7.654206170790119
00000000000000001e43,Champhai,,23.570594787597656,93.07382202148438,Debris,Slide,Puilo village,21896,,MZ/CHA/84E02/2017/0126,Mizoram,996,"{""type"":""MultiPoint"",""coordinates"":[]}",266287,1330950701,unclassified,,,8.205158334902867
00000000000000001ea8,Champhai,,23.636647,93.082939,Debris,Slide,1km N of kawlkulh (Ngopa road),21958,,MZ/CHA/84E02/2017/11,Mizoram,1119,"{""type"":""MultiPoint"",""coordinates"":[]}",4557,242679541,trunk,,NH102B,3.066369807433994
00000000000000001f84,Champhai,,23.707126,93.187183,Debris,Slide,5km N of Rabung,22079,,MZ/CHA/84E02/2017/13,Mizoram,1120,"{""type"":""MultiPoint"",""coordinates"":[]}",31941,618781126,primary,,,15.350113359104107
00000000000000001f74,Champhai,,23.701047,93.190913,Debris,Slide,5.2 km N of Rabung,22068,,MZ/CHA/84E02/2017/14,Mizoram,1110,"{""type"":""MultiPoint"",""coordinates"":[]}",31941,618781126,primary,,,7.886363395882819
00000000000000001f89,Champhai,,23.708507,93.05583190917967,Debris,Slide,19km E of Saitual,22082,,MZ/CHA/84E02/2017/16,Mizoram,1040,"{""type"":""MultiPoint"",""coordinates"":[]}",170011,1070591750,residential,,,8.164106833497454
00000000000000001e6e,Champhai,,23.603808,93.092328,Debris,Slide,6km SE of kawlkulh,21921,,MZ/CHA/84E02/2017/24,Mizoram,979,"{""type"":""MultiPoint"",""coordinates"":[]}",5788,288173831,trunk,,NH6,10.948293204856796
00000000000000001e44,Champhai,,23.57305145263672,93.102716,Debris,Slide,2km N of Tuisen bridge,21897,,MZ/CHA/84E02/2017/28,Mizoram,651,"{""type"":""MultiPoint"",""coordinates"":[]}",5790,288173838,trunk,,NH6,15.54632981600511
00000000000000001f4a,Champhai,,23.689282,93.039041,Debris,Slide,15km E of Saitual,22046,,MZ/CHA/84E02/2017/5,Mizoram,681,"{""type"":""MultiPoint"",""coordinates"":[]}",170011,1070591750,residential,,,0.21728868974695975
00000000000000001f81,Champhai,,23.705705,93.19007110595705,Debris,Slide,6km N of Rabung,22077,,MZ/CHA/84E02/2017/7,Mizoram,1091,"{""type"":""MultiPoint"",""coordinates"":[]}",31941,618781126,primary,,,9.785011056815211
00000000000000001e73,Champhai,,23.605611,93.08682250976562,Debris,Slide,1km E of Kawlkulh,21925,,MZ/CHA/84E02/2017/8,Mizoram,1128,"{""type"":""MultiPoint"",""coordinates"":[]}",5788,288173831,trunk,,NH6,4.152469650501805
00000000000000001c3a,Champhai,,23.336389,93.074722,Debris,Slide,Tlangpui road,21591,,MZ/CHA/84E03/2017/13,Mizoram,1140,"{""type"":""MultiPoint"",""coordinates"":[]}",266913,1331313645,unclassified,,,1.1481590893297733
00000000000000001d0e,Champhai,,23.445083,93.223889,Debris,Slide,Chawntalai Tualte road,21722,,MZ/CHA/84E03/2017/20,Mizoram,1489,"{""type"":""MultiPoint"",""coordinates"":[]}",268369,1331579445,unclassified,,,4.437732239579038
00000000000000001d1c,Champhai,,23.448278427124023,93.207472,Debris,Slide,Chawngtlai village,21729,,MZ/CHA/84E03/2017/22,Mizoram,1371,"{""type"":""MultiPoint"",""coordinates"":[]}",273877,1357552890,residential,,,7.436857157898669
00000000000000001d21,Champhai,,23.44908332824707,93.206222,Debris,Slide,Chawngtalai village,21732,,MZ/CHA/84E03/2017/24,Mizoram,1361,"{""type"":""MultiPoint"",""coordinates"":[]}",35931,660946624,primary,,,0.41089731763878706
00000000000000001da2,Champhai,,23.471889,93.246333,Debris,Slide,KhawzawlChamphai Rd,21802,,MZ/CHA/84E03/2017/33,Mizoram,896,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,9.85049830086088
00000000000000001da3,Champhai,,23.473258,93.241869,Debris,Slide,ChamphaiKhawzawl Rd,21803,,MZ/CHA/84E03/2017/34,Mizoram,913,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,4.921441279093784
00000000000000001c40,Champhai,,23.340722,93.081083,Debris,Slide,Tlangpui road,21597,,MZ/CHA/84E03/2017/35,Mizoram,1032,"{""type"":""MultiPoint"",""coordinates"":[]}",266913,1331313645,unclassified,,,4.239845005156833
00000000000000001da4,Champhai,,23.473361,93.222167,Debris,Slide,ChamphaiKhawzawl Rd,21804,,MZ/CHA/84E03/2017/36,Mizoram,1048,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,4.312450567231312
00000000000000001da5,Champhai,,23.473611,93.243069,Debris,Slide,ChamphaiKhawzawl Rd,21805,,MZ/CHA/84E03/2017/37,Mizoram,895,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,6.391152985004609
00000000000000001da8,Champhai,,23.474056243896484,93.225889,Debris,Slide,ChamphaiKhawzawl Rd,21808,,MZ/CHA/84E03/2017/39,Mizoram,1023,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,1.2732288254240323
00000000000000001dab,Champhai,,23.474528,93.241611,Debris,Slide,ChamphaiKhawzawl Rd,21811,,MZ/CHA/84E03/2017/41,Mizoram,890,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,10.709017112391072
00000000000000001dac,Champhai,,23.474611282348633,93.241556,Debris,Slide,ChamphaiKhawzawl Rd,21812,,MZ/CHA/84E03/2017/42,Mizoram,890,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,10.191916476268736
00000000000000001c41,Champhai,,23.341111,93.080583,Debris,Slide,Tlangpui road,21598,,MZ/CHA/84E03/2017/43,Mizoram,1053,"{""type"":""MultiPoint"",""coordinates"":[]}",266913,1331313645,unclassified,,,1.8566311694397581
00000000000000001db8,Champhai,,23.476694107055664,93.23855590820312,Debris,Slide,KhawzawlChamphai Rd,21819,,MZ/CHA/84E03/2017/47,Mizoram,915,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,6.19561453491576
00000000000000001c42,Champhai,,23.34119415283203,93.080389,Debris,Slide,Tlangpui road,21599,,MZ/CHA/84E03/2017/51,Mizoram,1053,"{""type"":""MultiPoint"",""coordinates"":[]}",266913,1331313645,unclassified,,,1.047056577793399
00000000000000001dd4,Champhai,,23.480548858642575,93.040585,Debris,Slide,Champhai Khawzawl Rd,21833,,MZ/CHA/84E03/2017/52,Mizoram,1209,"{""type"":""MultiPoint"",""coordinates"":[]}",267141,1331316961,unclassified,,,11.138258402541991
00000000000000001dd5,Champhai,,23.481881,93.214835,Debris,Slide,Rullam Road,21834,,MZ/CHA/84E03/2017/53,Mizoram,1035,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,24.67019990161407
00000000000000001de1,Champhai,,23.487813,93.20758056640624,Debris,Slide,6km stone Khawzawl,21842,,MZ/CHA/84E03/2017/56,Mizoram,1066,"{""type"":""MultiPoint"",""coordinates"":[]}",5785,288173822,trunk,,NH6,3.7292997746406233
00000000000000001c43,Champhai,,23.341333389282227,93.080056,Debris,Slide,Tlangpui road,21600,,MZ/CHA/84E03/2017/57,Mizoram,1060,"{""type"":""MultiPoint"",""coordinates"":[]}",266913,1331313645,unclassified,,,3.7355066250762685
00000000000000001b7e,Champhai,,23.254262924194336,93.238127,Debris,Slide,6 km south of Bungzung,21499,,MZ/CHA/84E03/2017/61,Mizoram,1132,"{""type"":""MultiPoint"",""coordinates"":[]}",268562,1331610615,unclassified,,,12.72528189444222
00000000000000001c6c,Champhai,,23.382695,93.116001,Debris,Slide,khawhai Tung Tan road,21635,Khawhai slide,MZ/CHA/84E03/2017/69,Mizoram,1184,"{""type"":""MultiPoint"",""coordinates"":[]}",41145,688029103,unclassified,,,10.728537584262163
00000000000000001c34,Champhai,,23.325028,93.092333,Debris,Slide,Khawhai Tlangpui road.,21587,,MZ/CHA/84E03/2017/74,Mizoram,1101,"{""type"":""MultiPoint"",""coordinates"":[]}",266913,1331313645,unclassified,,,11.152364021957148
00000000000000001c35,Champhai,,23.33049964904785,93.096806,Debris,Slide,10 km south of Khawhai,21588,,MZ/CHA/84E03/2017/75,Mizoram,1227,"{""type"":""MultiPoint"",""coordinates"":[]}",35939,660959074,primary,,,13.002510094246217
00000000000000001c36,Champhai,,23.331010818481445,93.091406,Debris,Slide,Tlangpui road,21589,,MZ/CHA/84E03/2017/78,Mizoram,1039,"{""type"":""MultiPoint"",""coordinates"":[]}",266913,1331313645,unclassified,,,10.754568696743092
00000000000000001cc3,Champhai,,23.41880798339844,93.163009,Debris,Slide,Khawhai Khawzawl road,21686,,MZ/CHA/84E03/2017/79,Mizoram,1077,"{""type"":""MultiPoint"",""coordinates"":[]}",35933,660946689,primary,,,3.6547862975983763
000000000000000020b8,Champhai,,23.833166122436523,93.3052749633789,Debris,Slide,KawlbemSelam section,22269,,MZ/CHA/84E05/2017/15,Mizoram,1255,"{""type"":""MultiPoint"",""coordinates"":[]}",271103,1336867770,unclassified,,,7.4839963524782025
000000000000000021bc,Champhai,,23.99911117553711,93.285309,Debris,Slide,Mimbung village,22455,,MZ/CHA/84E05/2017/18,Mizoram,1399,"{""type"":""MultiPoint"",""coordinates"":[]}",270482,1332849176,primary,,,2.363060350599909
00000000000000002111,Champhai,,23.87613868713379,93.26044464111328,Debris,Slide,KawlbemNgopa section,22336,,MZ/CHA/84E05/2017/2,Mizoram,1616,"{""type"":""MultiPoint"",""coordinates"":[]}",31945,619147421,primary,,,8.302740913672396
000000000000000020b7,Champhai,,23.832916259765625,93.301888,Debris,Slide,KawlbemSelam section,22268,,MZ/CHA/84E05/2017/4,Mizoram,1220,"{""type"":""MultiPoint"",""coordinates"":[]}",271103,1336867770,unclassified,,,5.913678146045415
