system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,elevation_m,.geo,index_right,osm_id,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m
00000000000000002cca,Kiphire,2015,25.78985595703125,94.958251953125,Debris,Slide,NW of Thanamir village,24810,,NAG/KIP/83K13/2016/064,Nagaland,1880,"{""type"":""MultiPoint"",""coordinates"":[]}",32687,625657120,unclassified,,,5.303774582495147
00000000000000002cc7,Kiphire,2015,25.788846969604492,94.856314,Debris,Slide,At Likhim Ro Hydro-Project,24808,,NAG/KIP/83K13/2016/071,Nagaland,616,"{""type"":""MultiPoint"",""coordinates"":[]}",32744,626006393,unclassified,,,9.81707794627995
00000000000000002cb7,Kiphire,2015,25.783939,94.856411,Debris,Slide,North of Moya village,24794,,NAG/KIP/83K13/2016/072,Nagaland,739,"{""type"":""MultiPoint"",""coordinates"":[]}",32746,626006395,unclassified,,,9.715486527866346
00000000000000002ce4,Kiphire,2015,25.813064,94.971453,Debris,Slide,South of Fakimile village,24835,,NAG/KIP/83K13/2016/078,Nagaland,1761,"{""type"":""MultiPoint"",""coordinates"":[]}",9843,377787452,unclassified,,,6.242262943413871
00000000000000002ce8,Kiphire,2015,25.814624786376953,94.971819,Debris,Slide,South of Fakimile village,24839,,NAG/KIP/83K13/2016/079,Nagaland,1777,"{""type"":""MultiPoint"",""coordinates"":[]}",9843,377787452,unclassified,,,2.8535899800384406
00000000000000002ced,Kiphire,2015,25.817164,94.975969,Debris,Slide,At Fakimile village,24842,,NAG/KIP/83K13/2016/080,Nagaland,1827,"{""type"":""MultiPoint"",""coordinates"":[]}",9843,377787452,unclassified,,,11.278046006464848
00000000000000002cde,Kiphire,2015,25.804908,94.932467,Debris,Slide,SW of Penkim village,24829,,NAG/KIP/83K13/2016/083,Nagaland,2122,"{""type"":""MultiPoint"",""coordinates"":[]}",32684,625631291,unclassified,,,16.569303840318277
00000000000000002e15,Wokha,2015,26.021083,94.040361,Debris,Slide,1.6 km east of Woroko,25117,,NAG/WOK/83J/4/2016/0103,Nagaland,302,"{""type"":""MultiPoint"",""coordinates"":[]}",32229,624128422,unclassified,,,707.445559437956
00000000000000002f57,Wokha,2015,26.23294448852539,94.130639,Debris,Slide,2 km NE of Yimza,25387,,NAG/WOK/83J/4/2016/0115,Nagaland,578,"{""type"":""MultiPoint"",""coordinates"":[]}",11816,426766209,primary,,SH 4,3389.7847837940126
00000000000000002f55,Wokha,2015,26.232722,94.13080596923828,Debris,Slide,2 km NE of Yimza,25385,,NAG/WOK/83J/4/2016/0116,Nagaland,566,"{""type"":""MultiPoint"",""coordinates"":[]}",11816,426766209,primary,,SH 4,3392.291960479707
00000000000000002c87,Kiphire,2015,25.764291763305664,94.714094,Debris,Slide,25km away from Muleri,24746,,NAG/ZUN/83K09/2016/050,Nagaland,701,"{""type"":""MultiPoint"",""coordinates"":[]}",4237,238075482,trunk,,NH202,6.561017063044336
00000000000000002d6f,Kiphire,2015,25.89882469177246,94.629367,Debris,Slide,At Old Mungre village,24965,,NAG/ZUN/83K09/2016/089,Nagaland,1889,"{""type"":""MultiPoint"",""coordinates"":[]}",32951,626498933,unclassified,,,120.57060276309811
00000000000000002d99,Kiphire,2015,25.939139,94.649311,Debris,Slide,At New Yangzitong village,25005,,NAG/ZUN/83K09/2016/099,Nagaland,1991,"{""type"":""MultiPoint"",""coordinates"":[]}",33101,627972120,secondary,,,4.212197535747372
00000000000000002d9b,Kiphire,2015,25.940317153930664,94.650583,Debris,Slide,At New Yangzitong village,25007,,NAG/ZUN/83K09/2016/100,Nagaland,2009,"{""type"":""MultiPoint"",""coordinates"":[]}",33101,627972120,secondary,,,1.7999930553816752
00000000000000002d9e,Kiphire,2015,25.941056,94.651019,Debris,Slide,At Yangzitong village,25010,,NAG/ZUN/83K09/2016/101,Nagaland,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",33101,627972120,secondary,,,14.016221307440432
00000000000000002d9f,Kiphire,2015,25.94152450561523,94.652408,Debris,Slide,At Yangzitong village,25011,,NAG/ZUN/83K09/2016/102,Nagaland,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",33101,627972120,secondary,,,5.699094807638209
00000000000000002db6,Kiphire,2015,25.958047,94.597519,Debris,Slide,At Yezashimi village,25034,,NAG/ZUN/83K09/2016/103,Nagaland,1734,"{""type"":""MultiPoint"",""coordinates"":[]}",32935,626460879,secondary,,,117.06081789820946
00000000000000002dbc,Kiphire,2015,25.964500427246097,94.632583,Debris,Slide,At Yezashimi village,25040,,NAG/ZUN/83K09/2016/104,Nagaland,1216,"{""type"":""MultiPoint"",""coordinates"":[]}",32939,626465030,secondary,,,15.388383287244137
00000000000000002dbb,Kiphire,2015,25.964282989501953,94.619592,Debris,Slide,At Yezashimi village,25039,,NAG/ZUN/83K09/2016/105,Nagaland,1413,"{""type"":""MultiPoint"",""coordinates"":[]}",32935,626460879,secondary,,,19.45257945876885
00000000000000002db3,Kiphire,2015,25.95576858520508,94.605419,Debris,Slide,North of Viyilho village,25031,,NAG/ZUN/83K09/2016/106,Nagaland,1604,"{""type"":""MultiPoint"",""coordinates"":[]}",32935,626460879,secondary,,,0.0637027364980036
00000000000000002d9d,Kiphire,2015,25.940872192382812,94.586361,Debris,Slide,At Khetoi village,25009,,NAG/ZUN/83K09/2016/107,Nagaland,1799,"{""type"":""MultiPoint"",""coordinates"":[]}",30442,609145145,unclassified,,,0.5418413291957338
00000000000000002db2,Kiphire,2015,25.954635620117188,94.607456,Debris,Slide,North of Viyilho village,25030,,NAG/ZUN/83K09/2016/108,Nagaland,1541,"{""type"":""MultiPoint"",""coordinates"":[]}",32935,626460879,secondary,,,17.63140260642866
00000000000000002dba,Kiphire,2015,25.96299934387207,94.614097,Debris,Slide,SE of Viyilho village,25038,,NAG/ZUN/83K09/2016/109,Nagaland,1485,"{""type"":""MultiPoint"",""coordinates"":[]}",32935,626460879,secondary,,,11.528595939881605
00000000000000002dc7,Kiphire,2015,25.96922492980957,94.634053,Debris,Slide,East of Aghultomi village,25051,,NAG/ZUN/83K09/2016/110,Nagaland,1216,"{""type"":""MultiPoint"",""coordinates"":[]}",32938,626465029,secondary,,,5.505107185954218
00000000000000002dc8,Kiphire,2015,25.969628,94.634169,Debris,Slide,East of Aghultomi village,25052,,NAG/ZUN/83K09/2016/111,Nagaland,1216,"{""type"":""MultiPoint"",""coordinates"":[]}",32939,626465030,secondary,,,49.50773384265123
00000000000000002dc8,Kiphire,2015,25.969628,94.634169,Debris,Slide,East of Aghultomi village,25052,,NAG/ZUN/83K09/2016/111,Nagaland,1216,"{""type"":""MultiPoint"",""coordinates"":[]}",32938,626465029,secondary,,,49.50773384265123
00000000000000002ddd,Kiphire,2015,25.990339,94.507711,Debris,Slide,North of Sukhalu village,25073,,NAG/ZUN/83K09/2016/144,Nagaland,1754,"{""type"":""MultiPoint"",""coordinates"":[]}",2636,198359188,trunk,,NH702A,50.006137340230296
00000000000000002c5b,Dimapur,2015,25.7450008392334,93.78199768066406,Debris,Slide,,24704,,NG/DIM/83G14/2015/20,Nagaland,291,"{""type"":""MultiPoint"",""coordinates"":[]}",99526,1052015544,residential,,,728.0415199203009
00000000000000002c5c,Dimapur,2015,25.7450008392334,93.78399658203124,Debris,Slide,,24705,,NG/DIM/83G14/2015/23,Nagaland,314,"{""type"":""MultiPoint"",""coordinates"":[]}",99526,1052015544,residential,,,530.494560360303
00000000000000002ac6,Kohima,2015,25.645000457763672,93.99199676513672,Debris,Slide,Between Khonoma & Dziilekie,24409,,NG/KOH/83G14/2015/2,Nagaland,2043,"{""type"":""MultiPoint"",""coordinates"":[]}",10208,385475510,secondary,,,124.38509118309756
00000000000000002bd9,Kohima,2015,25.687999725341797,93.90699768066406,Debris,Slide,SW of Thekriijuma,24596,,NG/KOH/83G14/2015/24,Nagaland,916,"{""type"":""MultiPoint"",""coordinates"":[]}",102749,1052212520,residential,,,2059.3620158901936
00000000000000002c26,Kohima,2015,25.71699905395508,94.08599853515624,Debris,Slide,NH-61,24661,,NG/KOH/83K2/2015/141,Nagaland,1380,"{""type"":""MultiPoint"",""coordinates"":[]}",1633,129815384,trunk,,NH2,37.11883332161375
000000000000000029ee,Kohima,2015,25.562999725341797,94.13999938964844,Debris,Slide,NH-29,24236,,NG/KOH/83K2/2015/195,Nagaland,1727,"{""type"":""MultiPoint"",""coordinates"":[]}",55250,751071339,trunk,,NH2,38.24265549395018
00000000000000002bca,Kohima,2015,25.68600082397461,94.11900329589844,Debris,Slide,Secretariat-BSF Camp road,24585,,NG/KOH/83K2/2015/87,Nagaland,1424,"{""type"":""MultiPoint"",""coordinates"":[]}",1644,129815397,trunk,National Highway 54,,69.31185400919206
000000000000000029db,Phek,2015,25.55900001525879,94.28399658203124,Debris,Fall,Pfiitseromi village,24218,,NG/PHE/83K6/2015/245,Nagaland,1749,"{""type"":""MultiPoint"",""coordinates"":[]}",302616,1550234878,tertiary,,,1.2278017266056975
00000000000000002b78,Phek,2015,25.670000076293945,94.39700317382812,Debris,Slide,Pfiitsero-Sakraba-Phek road,24523,,NG/PHE/83K6/2015/246,Nagaland,1389,"{""type"":""MultiPoint"",""coordinates"":[]}",302503,1550066945,secondary,Pfütsero to Phek Road,,61.4989501164519
00000000000000002c09,Phek,2015,25.70299911499023,94.33799743652344,Debris,Slide,Chozuba-Phek road,24636,,NG/PHE/83K6/2015/249,Nagaland,1810,"{""type"":""MultiPoint"",""coordinates"":[]}",32705,625802423,trunk,,NH702A,63.25114498015249
00000000000000002a9c,Phek,2015,25.628999710083008,94.27400207519533,Debris,Slide,Thipuzu-Rihuba approach road,24376,,NG/PHE/83K6/2015/259,Nagaland,1776,"{""type"":""MultiPoint"",""coordinates"":[]}",33453,629629308,tertiary,,,3096.622133116517
000000000000000029ce,Phek,2015,25.548999786376953,94.28600311279295,Debris,Slide,Pfiitsero-Tadubi road,24205,,NG/PHE/83K6/2015/268,Nagaland,1863,"{""type"":""MultiPoint"",""coordinates"":[]}",302487,1550047876,primary,,,80.03627462505978
00000000000000002bec,Phek,2015,25.69499969482422,94.3489990234375,Debris,Slide,Chazouba-Phek road,24611,,NG/PHE/83K6/2015/289,Nagaland,1866,"{""type"":""MultiPoint"",""coordinates"":[]}",32705,625802423,trunk,,NH702A,98.21605041090847
00000000000000002a7f,Phek,2015,25.6200008392334,94.33200073242188,Debris,Slide,Pfiitsero-Sakraba-Phek road,24352,,NG/PHE/83K6/2015/295,Nagaland,1800,"{""type"":""MultiPoint"",""coordinates"":[]}",32874,626261223,secondary,Pfütsero to Phek Road,,66.40236790712632
00000000000000002acf,Phek,2015,25.64699935913086,94.36100006103516,Debris,Slide,Pfiitsero-Sakraba-Phek road,24417,,NG/PHE/83K6/2015/298,Nagaland,1705,"{""type"":""MultiPoint"",""coordinates"":[]}",32874,626261223,secondary,Pfütsero to Phek Road,,9.936702390683436
00000000000000002a48,Phek,2015,25.597999572753903,94.30999755859376,Debris,Slide,Pfiitsero-Sakraba-Phek road,24309,,NG/PHE/83K6/2015/316,Nagaland,2004,"{""type"":""MultiPoint"",""coordinates"":[]}",32874,626261223,secondary,Pfütsero to Phek Road,,105.81271540130534
00000000000000002a42,Phek,2015,25.5939998626709,94.31400299072266,Debris,Slide,Pfiitsero-Sakraba-Phek road,24303,,NG/PHE/83K6/2015/322,Nagaland,2002,"{""type"":""MultiPoint"",""coordinates"":[]}",32874,626261223,secondary,Pfütsero to Phek Road,,71.89418295345196
00000000000000002a5e,Phek,2015,25.60700035095215,94.3209991455078,Debris,Slide,Pfiitsero-Sakraba-Phek road,24328,,NG/PHE/83K6/2015/327,Nagaland,1869,"{""type"":""MultiPoint"",""coordinates"":[]}",32874,626261223,secondary,Pfütsero to Phek Road,,38.513033923254824
00000000000000002b97,Phek,2015,25.674999237060547,94.39700317382812,Debris,Slide,Pfiitsero-Sakraba-Phek road,24546,,NG/PHE/83K6/2015/337,Nagaland,1420,"{""type"":""MultiPoint"",""coordinates"":[]}",302503,1550066945,secondary,Pfütsero to Phek Road,,45.96472842560222
00000000000000002bb2,Phek,2015,25.680999755859375,94.38700103759766,Debris,Slide,Pfiitsero-Sakraba-Phek road,24567,,NG/PHE/83K6/2015/338,Nagaland,1480,"{""type"":""MultiPoint"",""coordinates"":[]}",32874,626261223,secondary,Pfütsero to Phek Road,,1.0679717822940165
000000000000000035e4,Dhalai,2015,23.828277587890625,92.023389,Debris,Slide,Near Khakching kami TSR camp,26849,,TR/DHA/84A01/2015/20,Tripura,112,"{""type"":""MultiPoint"",""coordinates"":[]}",287504,1465299674,tertiary,,,5557.040341812824
000000000000000035e2,Dhalai,2015,23.820999145507812,92.094417,Debris,Slide,~1km W of Haridyalroajapara,26847,,TR/DHA/84A01/2015/22,Tripura,108,"{""type"":""MultiPoint"",""coordinates"":[]}",292137,1495941787,unclassified,,,9393.111634411278
000000000000000035db,Dhalai,2015,23.79344367980957,92.125833,Debris,Slide,Purnadapara,26842,Eastern slope,TR/DHA/84A01/2015/23,Tripura,189,"{""type"":""MultiPoint"",""coordinates"":[]}",4810,248824769,secondary,,,9755.39300050439
000000000000000035e1,Dhalai,2015,23.805528,92.120417,Debris,Slide,towards Purnadapara,26846,,TR/DHA/84A01/2015/38,Tripura,146,"{""type"":""MultiPoint"",""coordinates"":[]}",4810,248824769,secondary,,,10207.416828157502
000000000000000035e0,Dhalai,2015,23.797306060791016,92.120417,Debris,Slide,Bothraipara,26845,,TR/DHA/84A01/2015/39,Tripura,174,"{""type"":""MultiPoint"",""coordinates"":[]}",4810,248824769,secondary,,,10262.449258398492
000000000000000035d5,Dhalai,2015,23.69300079345703,92.054472,Debris,Slide,NE of Rabiraipara,26836,Rabiraipara slide,TR/DHA/84A02/2015/1,Tripura,238,"{""type"":""MultiPoint"",""coordinates"":[]}",277867,1376717878,residential,,,4384.349544140777
000000000000000035d7,Dhalai,2015,23.694139,92.013278,Debris,Slide,Ratiapara BSF BOP,26838,,TR/DHA/84A02/2015/15,Tripura,213,"{""type"":""MultiPoint"",""coordinates"":[]}",277867,1376717878,residential,,,3527.905865155195
000000000000000035cd,Dhalai,2015,23.663361,92.015111,Debris,Slide,Near Manoranjan BSF BOP,26830,,TR/DHA/84A02/2015/19,Tripura,310,"{""type"":""MultiPoint"",""coordinates"":[]}",245005,1208978663,residential,,,703.2433860892583
000000000000000035d1,Dhalai,2015,23.679000854492188,92.039278,Debris,Slide,Near Govindbari BSF BPO,26832,Govindbari slide,TR/DHA/84A02/2015/6,Tripura,179,"{""type"":""MultiPoint"",""coordinates"":[]}",277867,1376717878,residential,,,2232.725100420561
00000000000000003624,Dhalai,2015,24.212361,92.258111,Debris,Slide,,26890,,TR/DHA/84D08/2015/24,Tripura,78,"{""type"":""MultiPoint"",""coordinates"":[]}",10152,385053287,tertiary,,,1352.262818722113
000000000000000035f4,North Tripura,2015,23.953332901000977,92.233139,Debris,Flow,Near Baganpara Village,26865,,TR/NTR/84A01/2015/10,Tripura,127,"{""type"":""MultiPoint"",""coordinates"":[]}",4810,248824769,secondary,,,1273.0175700366651
000000000000000035e6,North Tripura,2015,23.88283348083496,92.241583,Debris,Slide,,26851,,TR/NTR/84A01/2015/37,Tripura,196,"{""type"":""MultiPoint"",""coordinates"":[]}",10149,385053281,secondary,,,2763.098488814426
000000000000000035d8,North Tripura,2015,23.697694,92.071194,Debris,Slide,Nasharampara village,26839,Nasharampara slide,TR/NTR/84A02/2015/4,Tripura,230,"{""type"":""MultiPoint"",""coordinates"":[]}",244921,1207940969,path,,,4683.533296307755
000000000000000035e7,North Tripura,2015,23.890277862548828,92.272528,Debris,Slide,N of Sabual,26852,,TR/NTR/84A05/2015/25,Tripura,759,"{""type"":""MultiPoint"",""coordinates"":[]}",10149,385053281,secondary,,,3.587487412026935
000000000000000035ea,North Tripura,2015,23.8926944732666,92.272667,Debris,Slide,S of Tlangsang,26855,,TR/NTR/84A05/2015/26,Tripura,752,"{""type"":""MultiPoint"",""coordinates"":[]}",10149,385053281,secondary,,,1.088550722276915
00000000000000003623,North Tripura,2015,24.16558265686035,92.268389,Debris,Slide,Thumcharaipara road section,26889,,TR/NTR/84D08/2015/46,Tripura,182,"{""type"":""MultiPoint"",""coordinates"":[]}",10152,385053287,tertiary,,,10.26338436495253
0000000000000000361e,North Tripura,2015,24.139861,92.319167,Debris,Slide,~2 km S of Bahadurpara,26886,,TR/NTR/84D08/2015/8,Tripura,111,"{""type"":""MultiPoint"",""coordinates"":[]}",33900,636393475,trunk,,NH108,1598.6838625817297
0000000000000000361f,North Tripura,2015,24.141694,92.322306,Debris,Slide,Bahadurpara,26887,Bahadurpara,TR/NTR/84D08/2015/9,Tripura,98,"{""type"":""MultiPoint"",""coordinates"":[]}",33900,636393475,trunk,,NH108,1285.482730848446
00000000000000001567,East Khasi Hills,2015,25.616596221923828,91.876562,Earth,Slide,NH-40,20284,,ME/EKJ/78O14/2015/17,Meghalaya,1337,"{""type"":""MultiPoint"",""coordinates"":[]}",468,52116564,trunk,NH40,NH6,14.330297036178818
0000000000000000164d,Ri-Bhoi,2015,25.998847,91.863883,Earth,Slide,NH6,20468,Hynniangban Them slide,MEG/RIB/78O13/2016/11,Meghalaya,297,"{""type"":""MultiPoint"",""coordinates"":[]}",70726,977963755,trunk,,NH6,24.39941550825683
0000000000000000163b,Ri-Bhoi,2015,25.9567813873291,91.852883,Earth,Slide,NH6,20451,Lumjana Slide I,MEG/RIB/78O13/2016/13,Meghalaya,394,"{""type"":""MultiPoint"",""coordinates"":[]}",70727,977963756,trunk,,NH6,8.186789005535003
0000000000000000163a,Ri-Bhoi,2015,25.95633316040039,91.85724639892578,Earth,Slide,NH6,20450,Lumjana Slide II,MEG/RIB/78O13/2016/14,Meghalaya,400,"{""type"":""MultiPoint"",""coordinates"":[]}",70727,977963756,trunk,,NH6,36.5866753910093
0000000000000000163f,Ri-Bhoi,2015,25.959999084472656,91.85700225830078,Earth,Slide,NH6,20454,Umdaprhong,MEG/RIB/78O13/2016/15,Meghalaya,312,"{""type"":""MultiPoint"",""coordinates"":[]}",70726,977963755,trunk,,NH6,34.97950477839293
00000000000000001618,Ri-Bhoi,2015,25.865894317626953,91.880278,Earth,Slide,NH6,20429,Umdihar,MEG/RIB/78O13/2016/16,Meghalaya,550,"{""type"":""MultiPoint"",""coordinates"":[]}",70727,977963756,trunk,,NH6,14.148235721968504
00000000000000001636,Ri-Bhoi,2015,25.951106,91.968889,Earth,Slide,SH,20447,yrn,MEG/RIB/78O13/2016/17,Meghalaya,547,"{""type"":""MultiPoint"",""coordinates"":[]}",288442,1467191042,tertiary,,,101.92824208057168
00000000000000001648,Ri-Bhoi,2015,25.978803,91.860278,Earth,Slide,NH6,20463,Old weight bridge 2,MEG/RIB/78O13/2016/18,Meghalaya,303,"{""type"":""MultiPoint"",""coordinates"":[]}",70727,977963756,trunk,,NH6,38.40138700421296
00000000000000001600,Ri-Bhoi,2015,25.759278,91.882861,Earth,Slide,NH6,20409,47.020 chainage slide,MEG/RIB/78O13/2016/2,Meghalaya,765,"{""type"":""MultiPoint"",""coordinates"":[]}",70747,977975337,trunk,,NH6,247.1921642728905
00000000000000001601,Ri-Bhoi,2015,25.760611,91.88224792480467,Earth,Slide,NH6,20410,46.720 chainage slide,MEG/RIB/78O13/2016/3,Meghalaya,753,"{""type"":""MultiPoint"",""coordinates"":[]}",70747,977975337,trunk,,NH6,223.57954601544677
00000000000000001605,Ri-Bhoi,2015,25.78700065612793,91.876583,Earth,Slide,NH6,20413,43.030 chainage slide,MEG/RIB/78O13/2016/4,Meghalaya,735,"{""type"":""MultiPoint"",""coordinates"":[]}",70747,977975337,trunk,,NH6,315.4425688671488
00000000000000001615,Ri-Bhoi,2015,25.852222442626953,91.881361,Earth,Slide,NH6,20426,34.300 chainage slide,MEG/RIB/78O13/2016/6,Meghalaya,595,"{""type"":""MultiPoint"",""coordinates"":[]}",70747,977975337,trunk,,NH6,305.6861085530533
00000000000000001623,Ri-Bhoi,2015,25.927972,91.877194,Earth,Slide,NH6,20435,Krosia slide,MEG/RIB/78O13/2016/7,Meghalaya,591,"{""type"":""MultiPoint"",""coordinates"":[]}",70726,977963755,trunk,,NH6,242.9807004519878
0000000000000000164c,Ri-Bhoi,2015,25.997033,91.8623504638672,Earth,Slide,NH6,20467,13 km stone slide,MEG/RIB/78O13/2016/8,Meghalaya,317,"{""type"":""MultiPoint"",""coordinates"":[]}",70726,977963755,trunk,,NH6,25.656439814116194
00000000000000001640,Ri-Bhoi,2015,25.97003173828125,92.056762,Earth,Slide,SH,20455,Markang,MEG/RIB/83C1/2016/2,Meghalaya,606,"{""type"":""MultiPoint"",""coordinates"":[]}",288674,1467802055,tertiary,,,6.897431570746975
00000000000000001641,Ri-Bhoi,2015,25.970062255859375,92.054889,Earth,Slide,SH,20456,South of Markang,MEG/RIB/83C1/2016/3,Meghalaya,606,"{""type"":""MultiPoint"",""coordinates"":[]}",288674,1467802055,tertiary,,,6.644430039754387
0000000000000000160c,Ri-Bhoi,2015,25.796657,92.143462,Earth,Slide,SH,20417,Umlatara,MEG/RIB/83C1/2016/5,Meghalaya,821,"{""type"":""MultiPoint"",""coordinates"":[]}",38598,667517241,tertiary,,,946.9515726870573
00000000000000001617,Ri-Bhoi,2015,25.86574935913086,92.153286,Earth,Slide,SH,20428,Mawpat,MEG/RIB/83C1/2016/8,Meghalaya,674,"{""type"":""MultiPoint"",""coordinates"":[]}",30734,611114955,secondary,,,3106.1173896937116
00000000000000000bd3,Chandel,2015,24.219999313354492,93.87999725341795,Earth,Slide,Tayang section,18185,,MN/CDL/83H16/2020/10,Manipur,818,"{""type"":""MultiPoint"",""coordinates"":[]}",59478,813231537,unclassified,,,231.78003560600587
00000000000000000bb3,Chandel,2015,24.18000030517578,93.9000015258789,Earth,Slide,Tayang section,18158,,MN/CDL/83H16/2020/9,Manipur,806,"{""type"":""MultiPoint"",""coordinates"":[]}",59520,813253604,tertiary,,,92.80520000405352
00000000000000000b65,Chandel,2015,24.11000061035156,94.12999725341795,Earth,Slide,Gamphazol section,18082,,MN/CDL/83L04/2020/25,Manipur,944,"{""type"":""MultiPoint"",""coordinates"":[]}",2596,198322645,tertiary,,,895.5797302645524
