sample_id,settlement_distance_m
1099,2119.225745362586
1100,15833.140074333318
1101,2287.2324902564715
1102,3366.30242646194
1103,2922.5221684350286
1104,7480.177765620957
1105,3818.5729895784543
1106,11604.69390510258
1107,4664.960204407829
1108,5385.53649215444
1109,1320.0075236764485
1110,4601.686411322772
1111,2481.004165152528
1112,1723.605088384851
1113,27140.94441468641
1114,7196.435877977861
1115,12396.609380290132
1116,2900.8844594652273
1117,8471.732336650502
1118,1311.1596503285145
1119,3545.726673684648
1120,467.77195073824174
1121,18767.450686334472
1122,3065.4529292400434
1123,3750.7645552909016
1124,8690.111649100927
1125,3490.9626518848004
1126,1891.0389186898528
1127,15395.755701320668
1128,15320.603489129537
1129,2674.188475932939
1130,16085.456882396364
1131,9187.725508602474
1132,678.4498798401305
1133,15450.694321946605
1134,4911.15585536333
1135,13898.494130671985
1136,13214.676909002726
1137,928.2316713602763
1138,2814.5034396749643
1139,4722.728104480006
1140,3298.619501403974
1141,1124.7558167759714
1142,4478.0929727870425
1143,1190.6106120376971
1144,1451.9403990249155
1145,3747.994679981853
1146,11899.37428616178
1147,1845.14707543607
1148,23052.20006959119
1149,7062.117314581128
1150,6320.569010950679
1151,4877.7923112077115
1152,3718.625689745114
1153,6902.776610296433
1154,21519.535715904905
1155,3372.17186331228
1156,11515.929262513857
1157,11557.887631388268
1158,5955.211278880289
1159,20711.422133103122
1160,5817.912488960148
1161,8076.0000165039
1162,3956.9465240594027
1163,2081.01772360855
1164,19372.370160047845
1165,2838.3245481245976
1166,9686.521868128959
1167,3160.3564975947675
1168,8041.622753425724
1169,4887.639589944315
1170,11551.199209169767
1171,7097.539101111741
1172,3231.9909552400077
1173,766.0440881615366
1174,7673.711538425554
1175,12588.609806260318
1176,8867.511132405178
1177,12552.147472086077
1178,3686.2569160111157
1179,4871.198530991759
1180,2549.680328524718
1181,7556.14138663653
1182,11562.557303701135
1183,9043.105318671349
1184,20019.075565296003
1185,1766.566414536425
1186,6776.416100146846
1187,4849.070962676495
1188,7635.97056565037
1189,5796.009393601633
1190,489.218393703827
1191,2161.627405012847
1192,4495.65028469502
1193,22824.011750019617
1194,8230.64946206936
1195,17325.069297117607
1196,3369.6430915705514
1197,3256.7299159555305
1198,3949.276356629395
1199,11811.876711400835
1200,17693.900708467452
1201,18617.109709577777
1202,8075.919566992814
1203,10203.878572960473
1204,6616.722310756059
1205,12421.46901945118
1206,4614.833018901609
1207,9919.355156846636
1208,13664.177117018971
1209,1459.7452338436128
1210,8660.009210449449
1211,6231.581626424923
1212,11637.10110537648
1213,2266.6669156373737
1214,9443.316536746124
1215,6571.999900234153
1216,23052.492387954575
1217,7677.9396162042
1218,15254.917701064454
1219,13852.222578609173
1220,11029.049438015554
1221,4515.276104583753
1222,2695.1517170468733
1223,6480.721214523932
1224,8586.515698409225
1225,12278.06465733897
1226,4134.756423367897
1227,6889.197083021729
1228,9162.357508549178
1229,3832.376574311895
1230,1351.229256164712
1231,9580.110576499408
1232,3738.1033495589195
1233,637.7534621628108
1234,4380.781907111303
1235,6566.637187830971
1236,9441.267713433384
1237,1503.7595217809474
1238,15816.652875169619
1239,5453.74414137432
1240,2747.257149241544
1241,8554.666593638362
1242,1969.1933484056926
1243,5482.469047696832
1244,1268.4069053135936
1245,6340.324892178378
1246,6223.401180346161
1247,6913.335286844584
1248,7583.051081445011
1249,4811.674117098836
1250,3494.5592845230212
1251,3044.833399383287
1252,7473.570612240643
1253,2149.59620330979
1254,1643.410508615484
1255,5069.01703755932
1256,969.0000589884186
1257,4250.428877952793
1258,3286.154896500738
1259,728.1842291738453
1260,8477.376409612352
1261,6311.712265436602
1262,3041.02832229507
1263,687.6479401397659
1264,3508.1841465061657
1265,3960.124219486976
1266,1822.1392880656792
1267,4653.619872602437
1268,1321.1606678909357
1269,4531.722060558816
1270,3857.1139448502263
1271,6817.355953871165
1272,5814.1650972411135
1273,1211.167515348402
1274,3799.2102595382635
1275,9133.84840072791
1276,2822.800189154152
1277,3397.8983838004406
1278,5276.331355585347
1279,4866.045531138811
1280,8933.78051277811
1281,6011.852031381045
1282,14345.360090189772
1283,4521.776161586295
1284,16688.26569412385
1285,6135.2340797451525
1286,3598.3920118827627
1287,5294.076852712494
1288,8151.568979139764
1289,2840.9913724116445
1290,7181.962955785875
1291,5015.795600444311
1292,2073.948905604508
1293,2175.6323398712548
1294,7506.884590541662
1295,3967.3612587296607
1296,5666.425676861609
1297,2322.795647032719
1298,18905.501773206128
1299,3633.514872998188
1300,6535.4000561164075
1301,6856.4162318653935
1302,3847.6742958771893
1303,2075.4604832728655
1304,5015.958800605985
1305,7335.760474822343
1306,2016.6532561781369
1307,9592.541666445839
1308,7282.512391688462
1309,2624.1357663749686
1310,7521.447731732853
1311,7536.765386834708
1312,3063.4781804854124
1313,3270.7123264458455
1314,9493.486790903991
1315,5949.309738795748
1316,6445.348533262294
1317,569.5775875983977
1318,5951.535921992619
1319,9409.815517066554
1320,2178.65833608453
1321,3600.7438332763295
1322,6642.31881244548
1323,10898.755871507326
1324,8731.99325052843
1325,9348.360836280952
1326,11864.907129533482
1327,7677.510415633505
1328,2783.6292346095065
1329,4572.11530902124
1330,5816.943923307635
1331,7807.011387731484
