system:index,aspect_deg,clay_surface_pct,elevation_m,label,lulc_class,sample_id,sample_type,slope_deg,state,.geo
00000000000000001f5f_0,49,30,421,0,10,8032,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.14515474586506,22.926712029040452]}"
00000000000000001f60_0,32,30,1630,0,10,8033,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02172622582702,22.651827552099874]}"
00000000000000001f61_0,62,30,773,0,10,8034,background,16,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04436377098682,22.568553725262]}"
00000000000000001f62_0,214,29,1332,0,10,8035,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.01741431246325,22.565589284824405]}"
00000000000000001f63_0,80,30,143,0,10,8036,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.31618940167954,23.613384232221414]}"
00000000000000001f64_0,171,30,108,0,10,8037,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.58083308438114,22.75693044034186]}"
00000000000000001f65_0,0,29,171,0,10,8038,background,6,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39218687471606,23.45734686736985]}"
00000000000000001f66_0,345,31,509,0,10,8039,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62395221801893,23.04367267903281]}"
00000000000000001f67_0,49,31,311,0,10,8040,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42856864372288,23.007021415440732]}"
00000000000000001f68_0,116,29,263,0,10,8041,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66437640580426,23.3953631127656]}"
00000000000000001f69_0,242,31,356,0,10,8042,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.49189987125334,23.358711849173524]}"
00000000000000001f6a_0,126,31,711,0,30,8043,background,11,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.12790709240994,22.917010223971957]}"
00000000000000001f6b_0,99,28,174,0,10,8044,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.40000221768793,23.16144181278088]}"
00000000000000001f6c_0,192,31,360,0,10,8045,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5234307377259,23.478636939603483]}"
00000000000000001f6d_0,180,28,119,0,10,8046,background,1,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.86245492595265,24.244271056258555]}"
00000000000000001f6e_0,266,32,182,0,10,8047,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.93360149645491,22.01878477138085]}"
00000000000000001f6f_0,267,29,625,0,10,8048,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.57948561145497,23.918182608123168]}"
00000000000000001f70_0,267,25,187,0,10,8049,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.30810456412246,23.78855571262472]}"
00000000000000001f71_0,0,25,48,0,10,8050,background,3,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39326485305702,23.001362029150783]}"
00000000000000001f72_0,255,30,260,0,10,8051,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.35014571941929,23.51313224651367]}"
00000000000000001f73_0,260,27,74,0,10,8052,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41239896860873,22.968483689752006]}"
00000000000000001f74_0,43,30,1605,0,10,8053,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.05083164103252,22.627303544843414]}"
00000000000000001f75_0,240,29,899,0,10,8054,background,40,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51292044890175,23.431205892601973]}"
00000000000000001f76_0,345,27,266,0,10,8055,background,4,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43099409499001,23.758911308248777]}"
00000000000000001f77_0,65,31,411,0,10,8056,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.57382622516502,22.127391089230898]}"
00000000000000001f78_0,272,33,480,0,10,8057,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5261256835783,23.02965896060055]}"
00000000000000001f79_0,270,31,506,0,10,8058,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51265095431648,23.388625748134707]}"
00000000000000001f7a_0,344,31,662,0,10,8059,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4865099795486,24.001995424131515]}"
00000000000000001f7b_0,44,27,373,0,10,8060,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.82957658655386,22.20473603519359]}"
00000000000000001f7c_0,58,30,817,0,30,8061,background,54,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.57975510604024,22.102328092803965]}"
00000000000000001f7d_0,124,31,1268,0,10,8062,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.31817026958646,23.764301199953493]}"
00000000000000001f7e_0,216,32,267,0,10,8063,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.79238633379128,22.4445862160535]}"
00000000000000001f7f_0,2,32,577,0,10,8064,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.97591214633695,24.376592897609356]}"
00000000000000001f80_0,107,31,714,0,10,8065,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1772246015081,22.374787118477414]}"
00000000000000001f81_0,9,26,750,0,10,8066,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1109289335401,22.61760173977492]}"
00000000000000001f82_0,340,31,292,0,10,8067,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74765023264217,24.16450065902874]}"
00000000000000001f83_0,245,30,371,0,10,8068,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.926864131824,22.759086397023744]}"
00000000000000001f84_0,350,30,191,0,10,8069,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74495528678978,24.11868657953864]}"
00000000000000001f85_0,234,30,337,0,10,8070,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51238145973127,23.051488022004648]}"
00000000000000001f86_0,45,30,236,0,10,8071,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.54229535869246,23.88907719291769]}"
00000000000000001f87_0,155,31,624,0,10,8072,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5374444561582,23.349010044105036]}"
00000000000000001f88_0,90,27,103,0,10,8073,background,1,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.40673958231878,23.286217805745082]}"
00000000000000001f89_0,54,30,426,0,10,8074,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.12575113572808,22.62218314772393]}"
00000000000000001f8a_0,319,30,380,0,10,8075,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.77675564784761,22.693599212811435]}"
00000000000000001f8b_0,210,33,666,0,10,8076,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.53528849947628,23.338230260695603]}"
00000000000000001f8c_0,56,30,381,0,10,8077,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62772514221223,23.07304758882352]}"
00000000000000001f8d_0,317,31,330,0,10,8078,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.54337333703336,23.39940553154414]}"
00000000000000001f8e_0,88,31,359,0,10,8079,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.35176268693067,23.62470300480132]}"
00000000000000001f8f_0,11,30,511,0,10,8080,background,37,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.47950312033248,23.503969430615655]}"
00000000000000001f90_0,96,31,494,0,10,8081,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.37628669418717,23.64599307703495]}"
00000000000000001f91_0,4,31,418,0,10,8082,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42776015996719,23.708515820809666]}"
00000000000000001f92_0,180,29,306,0,30,8083,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.45309265097939,23.309394340075364]}"
00000000000000001f93_0,103,29,568,0,10,8084,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.50645257885606,24.01142773461477]}"
00000000000000001f94_0,277,28,369,0,10,8085,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4156329036316,23.342542174059375]}"
00000000000000001f95_0,38,33,176,0,10,8086,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.86245492595265,24.211392716859777]}"
00000000000000001f96_0,56,29,917,0,10,8087,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43018561123432,23.64949650664302]}"
00000000000000001f97_0,204,28,82,0,10,8088,background,15,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.96890528712078,24.10278639900973]}"
00000000000000001f98_0,205,30,280,0,10,8089,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4684538423378,23.96776961180656]}"
00000000000000001f99_0,336,32,393,0,10,8090,background,31,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74279933010791,22.57205715487006]}"
00000000000000001f9a_0,318,30,361,0,10,8091,background,40,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51292044890175,23.073856072579225]}"
00000000000000001f9b_0,275,32,461,0,10,8092,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5921518569611,22.087505890615994]}"
00000000000000001f9c_0,221,28,226,0,10,8093,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41778886031346,23.778853907556226]}"
00000000000000001f9d_0,83,31,415,0,10,8094,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.58433651398923,22.567745241506287]}"
00000000000000001f9e_0,58,30,865,0,30,8095,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.06080294068624,22.554809501414965]}"
00000000000000001f9f_0,329,37,325,0,10,8096,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.60212315661482,23.070083148385926]}"
00000000000000001fa0_0,5,29,877,0,10,8097,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43207207333097,23.61661816724424]}"
00000000000000001fa1_0,261,27,245,0,10,8098,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4929778495943,23.340925206547958]}"
00000000000000001fa2_0,170,32,573,0,10,8099,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.48974391457142,23.512323762757966]}"
00000000000000001fa3_0,264,29,91,0,30,8100,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.84844120752035,24.039724666064537]}"
00000000000000001fa4_0,16,31,1119,0,10,8101,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.98453597306445,23.396441091106546]}"
00000000000000001fa5_0,47,28,86,0,10,8102,background,4,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.38221557506233,23.338499755280836]}"
00000000000000001fa6_0,107,29,205,0,10,8103,background,6,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41590239821682,23.829788384165802]}"
00000000000000001fa7_0,356,22,1281,0,10,8104,background,40,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0042090777867,22.085349933934104]}"
00000000000000001fa8_0,138,29,643,0,10,8105,background,7,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.37260817580409,23.19054722798635]}"
00000000000000001fa9_0,12,29,309,0,10,8106,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52693416733399,22.817836216605166]}"
00000000000000001faa_0,171,27,178,0,10,8107,background,7,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.33720997932795,23.543585134645326]}"
00000000000000001fab_0,90,30,738,0,10,8108,background,2,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.412668463194,23.686417264820328]}"
00000000000000001fac_0,93,31,847,0,10,8109,background,15,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4194058278249,23.502352463104238]}"
00000000000000001fad_0,125,32,524,0,10,8110,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66410691121905,22.90784740807394]}"
00000000000000001fae_0,336,28,96,0,10,8111,background,5,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4495892213713,24.01331419671142]}"
00000000000000001faf_0,128,32,515,0,10,8112,background,32,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.14973615381405,22.2521670821951]}"
00000000000000001fb0_0,85,30,467,0,10,8113,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02118723665654,22.881706433306064]}"
00000000000000001fb1_0,358,31,666,0,10,8114,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0705047457547,22.7752560721379]}"
00000000000000001fb2_0,271,28,517,0,10,8115,background,34,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9864224351611,21.98752339949349]}"
00000000000000001fb3_0,240,29,364,0,10,8116,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.49486431169095,23.369491632582964]}"
00000000000000001fb4_0,335,29,388,0,10,8117,background,36,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52935961860112,23.633326831528862]}"
00000000000000001fb5_0,123,32,315,0,10,8118,background,36,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.77055727238724,22.649671595417992]}"
00000000000000001fb6_0,106,29,234,0,10,8119,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.78106756121139,22.597120151297]}"
00000000000000001fb7_0,264,30,937,0,10,8120,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.00232261569005,22.89518116256785]}"
00000000000000001fb8_0,341,29,364,0,10,8121,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.65898651409958,22.92779000738139]}"
00000000000000001fb9_0,52,29,849,0,10,8122,background,9,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.99774120774106,22.63269343654813]}"
00000000000000001fba_0,87,30,229,0,10,8123,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.99235131603632,24.0860777347251]}"
00000000000000001fbb_0,43,31,842,0,10,8124,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.12278669529047,22.929676469478046]}"
00000000000000001fbc_0,311,31,1188,0,10,8125,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.40279156935054,23.692346145695517]}"
00000000000000001fbd_0,217,30,269,0,10,8126,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.63931340937734,22.911350837682008]}"
00000000000000001fbe_0,349,28,469,0,10,8127,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.06834878907284,22.873621595748986]}"
00000000000000001fbf_0,340,30,478,0,10,8128,background,3,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.00771250739479,23.280288924869893]}"
00000000000000001fc0_0,286,30,159,0,10,8129,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.28923994315596,23.654886398347735]}"
00000000000000001fc1_0,293,27,119,0,10,8130,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.76840131570532,24.285773222384876]}"
00000000000000001fc2_0,331,31,250,0,10,8131,background,6,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87377369853255,24.11680011744199]}"
00000000000000001fc3_0,225,29,354,0,10,8132,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.64470330108207,22.883323400817474]}"
00000000000000001fc4_0,30,32,486,0,10,8133,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.81502387895114,22.21443784026208]}"
00000000000000001fc5_0,311,31,580,0,10,8134,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4940558279352,23.420965098363013]}"
00000000000000001fc6_0,133,29,1379,0,30,8135,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.051370630203,22.684705891498652]}"
00000000000000001fc7_0,290,25,246,0,10,8136,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.49836774129898,23.61473170514759]}"
00000000000000001fc8_0,135,28,286,0,10,8137,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.94060835567103,22.029564554790284]}"
00000000000000001fc9_0,144,30,346,0,10,8138,background,28,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52046629728835,24.024902463876565]}"
00000000000000001fca_0,70,29,782,0,10,8139,background,5,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.08236250750508,22.77336961004125]}"
00000000000000001fcb_0,203,32,482,0,10,8140,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.58783994359732,23.356286397906402]}"
00000000000000001fcc_0,0,31,485,0,10,8141,background,34,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.52450871606686,23.42042610919254]}"
00000000000000001fcd_0,92,31,257,0,10,8142,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.36415943785153,23.218305170265644]}"
00000000000000001fce_0,158,31,1006,0,10,8143,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.25187460161845,23.609880802613347]}"
00000000000000001fcf_0,124,26,184,0,10,8144,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5053746005151,23.61041979178382]}"
00000000000000001fd0_0,324,29,179,0,10,8145,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.38679698301132,23.50666437646801]}"
00000000000000001fd1_0,236,29,238,0,10,8146,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.62503019635983,22.97926347316144]}"
00000000000000001fd2_0,84,33,1130,0,10,8147,background,18,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07858958331178,22.580950476182842]}"
00000000000000001fd3_0,160,31,1704,0,30,8148,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.94761521488715,23.55301744512858]}"
00000000000000001fd4_0,103,30,155,0,10,8149,background,4,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39218687471606,23.336074304013714]}"
00000000000000001fd5_0,355,30,489,0,10,8150,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.47950312033248,23.504238925200887]}"
00000000000000001fd6_0,263,30,418,0,10,8151,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74495528678978,22.62029668562728]}"
00000000000000001fd7_0,235,31,494,0,10,8152,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.95084914990997,23.28594831115985]}"
00000000000000001fd8_0,45,31,578,0,10,8153,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.13248850035899,22.95258350922309]}"
00000000000000001fd9_0,295,29,499,0,10,8154,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.56466340926704,23.875871958241135]}"
00000000000000001fda_0,26,29,233,0,10,8155,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.92363019680118,22.108256973679154]}"
00000000000000001fdb_0,350,29,1093,0,10,8156,background,27,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.21171990841833,23.774811488777686]}"
00000000000000001fdc_0,126,32,951,0,30,8157,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0629588973681,22.752888021563322]}"
00000000000000001fdd_0,270,24,122,0,10,8158,background,1,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.30729608036677,23.772925026681037]}"
00000000000000001fde_0,210,29,666,0,10,8159,background,40,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.50564409510037,23.492920152620982]}"
00000000000000001fdf_0,115,29,146,0,10,8160,background,7,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41617189280208,23.181653906673567]}"
00000000000000001fe0_0,127,30,734,0,10,8161,background,8,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.8530226154694,23.17410805828697]}"
00000000000000001fe1_0,263,30,269,0,10,8162,background,49,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41590239821682,23.055799935368427]}"
00000000000000001fe2_0,338,30,494,0,10,8163,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.86919229058356,22.285853905349583]}"
00000000000000001fe3_0,276,33,644,0,10,8164,background,32,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.54606828288576,23.014028274656866]}"
00000000000000001fe4_0,310,29,296,0,10,8165,background,32,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.38491052091467,23.63952520698929]}"
00000000000000001fe5_0,112,30,505,0,10,8166,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.12278669529047,22.883592895402714]}"
00000000000000001fe6_0,92,35,1196,0,10,8167,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.06134192985672,22.904343978465874]}"
00000000000000001fe7_0,72,32,269,0,10,8168,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.89829770578899,22.043039284052078]}"
00000000000000001fe8_0,111,30,268,0,10,8169,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75896900522207,24.200343438865104]}"
00000000000000001fe9_0,125,26,114,0,10,8170,background,5,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4676453585821,23.01483675841257]}"
00000000000000001fea_0,349,27,107,0,10,8171,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51642387850978,23.645723582449712]}"
00000000000000001feb_0,184,29,240,0,10,8172,background,15,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.38922243427845,23.565683690634664]}"
00000000000000001fec_0,108,29,485,0,10,8173,background,20,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.7651673806825,22.573404627796243]}"
00000000000000001fed_0,109,27,154,0,10,8174,background,24,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.50214066549228,23.6230860372899]}"
00000000000000001fee_0,258,29,131,0,10,8175,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43288055708666,23.13691780552442]}"
00000000000000001fef_0,220,29,184,0,10,8176,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.79696774174033,22.59496419461511]}"
00000000000000001ff0_0,335,29,435,0,10,8177,background,37,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.59080438403487,23.397788564032723]}"
00000000000000001ff1_0,72,28,112,0,10,8178,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41132099026782,23.308855350904892]}"
00000000000000001ff2_0,88,28,275,0,10,8179,background,21,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.98399698389403,24.396804991502044]}"
00000000000000001ff3_0,159,33,550,0,10,8180,background,26,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5272036619192,23.457077372784617]}"
00000000000000001ff4_0,345,27,59,0,10,8181,background,4,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.41239896860873,22.958781884683518]}"
00000000000000001ff5_0,319,27,301,0,10,8182,background,12,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.51022550304936,23.29618910539881]}"
00000000000000001ff6_0,280,25,394,0,30,8183,background,10,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07832008872657,22.557234952682087]}"
00000000000000001ff7_0,291,32,329,0,10,8184,background,22,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46495041272976,23.768882607902498]}"
00000000000000001ff8_0,309,29,1203,0,10,8185,background,34,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.01525835578138,22.641317263275674]}"
00000000000000001ff9_0,34,30,1096,0,10,8186,background,37,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.98965637018398,23.398327553203195]}"
00000000000000001ffa_0,257,31,459,0,10,8187,background,8,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.8058610630531,22.414672317092325]}"
00000000000000001ffb_0,231,27,143,0,10,8188,background,13,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.30621810202581,23.704742896616366]}"
00000000000000001ffc_0,199,31,1157,0,30,8189,background,29,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.31790077500125,23.757833329907832]}"
00000000000000001ffd_0,186,28,575,0,10,8190,background,25,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.17506864482624,22.404701017438597]}"
00000000000000001ffe_0,228,32,633,0,10,8191,background,33,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.94141683942672,22.15676599902161]}"
00000000000000001fff_0,112,29,84,0,10,8192,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.3760171996019,23.34820156034933]}"
00000000000000002000_0,251,31,311,0,10,8193,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.4118599794383,23.742472138549388]}"
00000000000000002001_0,178,33,1168,0,10,8194,background,23,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.10392207432398,22.90111004344304]}"
00000000000000002002_0,90,31,297,0,10,8195,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.43611449210948,23.729536398458066]}"
00000000000000002003_0,2,28,228,0,10,8196,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.5110339868051,23.067657697118804]}"
00000000000000002004_0,10,28,231,0,10,8197,background,16,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.61532839129137,22.034684951909767]}"
00000000000000002005_0,262,29,816,0,10,8198,background,19,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.09691521510786,22.912159321437713]}"
00000000000000002006_0,338,30,1270,0,10,8199,background,11,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.32113471002407,23.772925026681037]}"
00000000000000002007_0,330,28,455,0,10,8200,background,35,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.93791340981869,22.68228044023153]}"
00000000000000002008_0,296,30,1888,0,10,8201,background,14,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.24783218283989,23.809576290273114]}"
00000000000000002009_0,59,30,477,0,10,8202,background,17,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.3568830840502,23.590746687061596]}"
0000000000000000200a_0,236,30,580,0,10,8203,background,30,mizoram,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07993705623795,22.53783134254511]}"
