sample_id,road_distance_m
1090,13736.477715218964
1091,5097.600148664623
1092,11034.761540902005
1093,1532.5327483155315
1094,5038.897832304531
1095,2250.114470636251
1096,19415.937591112775
1097,2482.4600098042533
1098,9453.969580309991
1099,1924.21875049425
1100,7247.529693693844
1101,6497.309761686328
1102,2958.489654535805
1103,2694.4210181473363
1104,14187.39356345309
1105,6633.854145138659
1106,121.44188875726259
1107,373.67592983390654
1108,1925.6436987461445
1109,2081.5420656289443
1110,4157.0263834942225
1111,4204.051943033331
1112,170.2957439330039
1113,8382.683138308446
1114,2859.669219939935
1115,9391.480796359034
1116,2710.1700516908527
1117,5138.517526476259
1118,454.0000982525355
1119,8898.696258642287
1120,152.97818318593693
1121,18302.546590737908
1122,5085.977491601596
1123,1365.613993768267
1124,8099.862746394058
1125,2604.926256871709
1126,1610.1611633790326
1127,15358.305494100247
1128,10097.727327390938
1129,204.6104474797682
1130,10786.50279349755
1131,6051.66161197128
1132,34.20444437497169
1133,12164.386651601653
1134,2788.8826616849724
1135,17049.951528197456
1136,12362.248192545792
1137,2845.861288795739
1138,2679.2192156470733
1139,13556.167516257728
1140,3438.393938874925
1141,430.98658306455184
1142,4273.873874500178
1143,1128.3573176213658
1144,1377.2268978252814
1145,3250.2134859341013
1146,11603.722573389838
1147,1013.1627855292663
1148,24358.109668759316
1149,6378.5473629602
1150,6501.602914255817
1151,5640.428223475535
1152,9313.51419561318
1153,7617.00372087456
1154,19781.571685198323
1155,2720.2598222700562
1156,4206.5274836191
1157,7195.182224107631
1158,5475.488703142974
1159,23929.16398626613
1160,5832.269602464025
1161,6474.386582785672
1162,3645.751740887802
1163,8383.527900061952
1164,16334.301519130062
1165,245.3497726924398
1166,2921.1403472189886
1167,5787.205236658893
1168,283.12184179910435
1169,3168.7894586042376
1170,11648.516087509739
1171,7010.216723925558
1172,1751.3558658028726
1173,416.3280285973345
1174,6196.987827012815
1175,5501.458381720214
1176,7769.522135352794
1177,15783.909028169524
1178,2557.3348144946576
1179,3564.320854281713
1180,336.51904603762057
1181,7061.465765836509
1182,10357.822292887866
1183,8585.499562192615
1184,11843.24139713686
1185,224.74050541717264
1186,5630.075656306576
1187,3929.701845435976
1188,3255.9644534613453
1189,8694.329052229536
1190,3262.6397682342026
1191,1604.910621752685
1192,2679.1579888096517
1193,20074.61457771226
1194,5070.255552492289
1195,12505.671465403948
1196,390.78199897098915
1197,556.7293433181281
1198,6619.67544402157
1199,4903.592432925577
1200,21651.872890473405
1201,17325.67048230569
1202,1088.7543026881
1203,10198.037526322541
1204,6244.8937052935435
1205,9165.633796782697
1206,4014.2858998498873
1207,10180.772518954866
1208,6414.024422602942
1209,1484.6819161946314
1210,6652.141088998556
1211,6152.802239377352
1212,10855.466160922735
1213,575.7132931483349
1214,1747.503143887207
1215,3711.0484688268307
1216,21081.448373777795
1217,10623.972327184016
1218,14970.348024964973
1219,7224.319876906012
1220,10656.457328738577
1221,110.80227634634018
1222,134.25926517404284
1223,14.176435674905514
1224,57.59510193166212
1225,33.207402981636825
1226,4023.856110758988
1227,1043.8341702352066
1228,320.491190133312
1229,2219.543521841923
1230,70.50463738185607
1231,97.0257857447105
1232,1667.6074256252073
1233,403.1186590750484
1234,12.81880692176664
1235,534.6524618908169
1236,8811.653151537044
1237,100.76621170511096
1238,8765.520997673406
1239,245.35602578988198
1240,252.24240278754823
1241,611.3499499154461
1242,29.747839478268975
1243,207.09036288100205
1244,517.7028951583765
1245,343.8357251043838
1246,894.3878072652983
1247,618.7780851065887
1248,6908.377738900181
1249,161.16112681498348
1250,3098.264424122796
1251,2104.9238663413375
1252,386.857353532306
1253,80.23250546902906
1254,406.15268113936565
1255,608.0990097627433
1256,645.7046086622689
1257,3472.924104328904
