SlNo,State,District,event_date,susceptibility_probability,rainfall_probability
25915,Nagaland,Kohima,2024-06-01,1.0,0.5803476745721359
25916,Nagaland,Kohima,2024-06-01,1.0,0.5803476745721359
25918,Nagaland,Kohima,2024-06-01,0.9366666666666666,0.5377028088260034
25919,Nagaland,Kohima,2024-06-01,1.0,0.5377028088260034
25920,Nagaland,Kohima,2024-06-01,0.9933333333333333,0.5377028088260034
25921,Nagaland,Kohima,2024-06-01,0.9566666666666667,0.5377028088260034
25917,Nagaland,Kohima,2024-06-01,0.9966666666666667,0.5377028088260034
25931,Nagaland,Kohima,2025-05-31,0.9566666666666667,0.9855965514573617
25786,Nagaland,Kohima,2025-07-07,0.9366666666666666,0.9092907209311196
25924,Nagaland,Mokokchung,2025-07-07,0.9933333333333333,0.6858792701482569
25788,Nagaland,Mokokchung,2025-07-07,0.9933333333333333,0.6858792701482569
25790,Nagaland,Mokokchung,2025-07-07,0.9433333333333334,0.6858792701482569
25925,Nagaland,Mokokchung,2025-07-07,0.9833333333333333,0.6858792701482569
25926,Nagaland,Mokokchung,2025-07-07,0.9933333333333333,0.6858792701482569
25785,Nagaland,Mokokchung,2025-07-07,0.9933333333333333,0.6858792701482569
26745,Sikkim,East Sikkim,2021-08-22,0.9133333333333333,0.6915213746732136
26797,Sikkim,East Sikkim,2022-06-15,1.0,0.6231402137907865
26736,Sikkim,East Sikkim,2021-10-19,1.0,0.9989584322737438
26767,Sikkim,East Sikkim,2021-10-19,1.0,0.9968913800261864
26752,Sikkim,East Sikkim,2021-06-01,0.9966666666666667,0.34474066935471226
26754,Sikkim,East Sikkim,2021-06-08,0.97,0.8433727074973985
26755,Sikkim,East Sikkim,2021-06-05,0.9866666666666667,0.5290653793544778
26816,Sikkim,East Sikkim,2012-06-07,0.93,0.343854087561108
26817,Sikkim,East Sikkim,2012-06-07,0.63,0.343854087561108
26818,Sikkim,East Sikkim,2012-06-07,0.76,0.343854087561108
26714,Sikkim,East Sikkim,2015-07-11,0.88,0.5452482584438308
26740,Sikkim,East Sikkim,2021-08-23,0.99,0.520865614412547
26763,Sikkim,East Sikkim,2021-05-18,0.9966666666666667,0.22837926378542064
26795,Sikkim,East Sikkim,2022-05-12,0.99,0.2809508367493305
26819,Sikkim,East Sikkim,2012-07-13,0.94,0.6872023645464467
26820,Sikkim,East Sikkim,2012-07-13,0.9233333333333333,0.6872023645464467
26728,Sikkim,East Sikkim,2021-10-19,0.94,0.9984569862772935
26746,Sikkim,East Sikkim,2021-08-27,0.9566666666666667,0.8660751663381883
26798,Sikkim,Geyzing,2022-08-20,0.94,0.557163438028865
26810,Sikkim,Mangan,2024-07-21,1.0,0.45679295995403957
26806,Sikkim,Mangan,2023-10-04,0.9233333333333333,0.8910759902975148
26781,Sikkim,Namchi,2022-07-10,1.0,0.1881978685023087
26827,Sikkim,North Sikkim,2009-05-09,0.8366666666666667,0.1690081954761267
26760,Sikkim,North Sikkim,2021-06-18,0.9133333333333333,0.6383519792984427
26792,Sikkim,Pakyong,2022-08-25,0.9866666666666667,0.7715285532692983
26802,Sikkim,Pakyong,2023-10-04,0.9966666666666667,0.9412169349639001
26784,Sikkim,Soreng,2022-11-20,1.0,0.09735747971328411
26757,Sikkim,South Sikkim,2021-08-23,0.9966666666666667,0.520865614412547
26814,Sikkim,West district,2011-06-24,0.9033333333333333,0.9250662459389608
26815,Sikkim,West district,2011-06-24,0.9033333333333333,0.9250662459389608
26822,Sikkim,North Sikkim,2012-06-22,0.8733333333333333,0.3121686303017729
26823,Sikkim,North Sikkim,2012-06-22,0.8233333333333334,0.3121686303017729
26825,Sikkim,North Sikkim,2012-06-22,0.9566666666666667,0.3121686303017729
26821,Sikkim,North Sikkim,2012-06-26,0.83,0.2150304591104343
26897,Tripura,Dhalai,2010-06-03,0.9933333333333333,0.7375794455007006
26866,Tripura,Gomati,2018-05-18,0.75,0.5271384125228681
26844,Tripura,Gomati,2018-05-20,0.6866666666666666,0.4739362246048002
26903,Tripura,South Tripura,2021-08-25,0.91,0.3942709652721434
26904,Tripura,South Tripura,2021-08-25,0.8366666666666667,0.3942709652721434
26850,Tripura,West Tripura,2009-07-10,0.7433333333333333,0.19739449997687936
