SlNo,State,District,Latitude,Longitude,event_date
20596,Meghalaya,South West Khasi Hills,25.40288611,91.43424167,2024-05-28
23088,Mizoram,Aizawl,23.60861111,92.85055556,2024-05-28
23096,Mizoram,Aizawl,23.73222222,92.75,2024-05-28
23097,Mizoram,Aizawl,23.73194444,92.75,2024-05-28
23098,Mizoram,Aizawl,23.74083333,92.74111111,2024-05-28
23115,Mizoram,Aizawl,23.74916667,92.69416667,2024-05-28
23121,Mizoram,Aizawl,23.69277778,92.72055556,2024-05-28
23132,Mizoram,Aizawl,23.70972222,92.72222222,2024-05-28
23133,Mizoram,Aizawl,23.69944444,92.71972222,2024-05-28
23145,Mizoram,Aizawl,23.66416667,92.72055556,2024-05-28
23146,Mizoram,Aizawl,23.66055556,92.72527778,2024-05-28
23147,Mizoram,Aizawl,23.65999984741211,92.72638889,2024-05-28
23148,Mizoram,Aizawl,23.65527778,92.72694444,2024-05-28
23149,Mizoram,Aizawl,23.65138889,92.72694444,2024-05-28
23150,Mizoram,Aizawl,23.64555556,92.72444444,2024-05-28
23152,Mizoram,Aizawl,23.64444444,92.72527778,2024-05-28
23153,Mizoram,Aizawl,23.64166667,92.72416667,2024-05-28
23154,Mizoram,Aizawl,23.64083333,92.72472222,2024-05-28
23155,Mizoram,Aizawl,23.637500762939453,92.72277778,2024-05-28
23160,Mizoram,Aizawl,23.62611111,92.72638889,2024-05-28
23161,Mizoram,Aizawl,23.63249969482422,92.72388889,2024-05-28
23163,Mizoram,Aizawl,23.62972222,92.72555556,2024-05-28
23167,Mizoram,Aizawl,23.61611111,92.71722222,2024-05-28
23170,Mizoram,Aizawl,23.61861111,92.72611111,2024-05-28
23171,Mizoram,Aizawl,23.60555556,92.7249984741211,2024-05-28
23177,Mizoram,Aizawl,23.59194444,92.75055556,2024-05-28
23184,Mizoram,Aizawl,23.60861111,92.80972222,2024-05-28
23188,Mizoram,Aizawl,23.60972222,92.80916667,2024-05-28
23192,Mizoram,Aizawl,23.61222222,92.80527778,2024-05-28
23193,Mizoram,Aizawl,23.61138889,92.80333333,2024-05-28
23207,Mizoram,Aizawl,23.61611111,92.79777778,2024-05-28
23208,Mizoram,Aizawl,23.61472222,92.79583333,2024-05-28
23209,Mizoram,Aizawl,23.614999771118164,92.79222222,2024-05-28
23211,Mizoram,Aizawl,23.61861111,92.79000091552734,2024-05-28
23214,Mizoram,Aizawl,23.62333333,92.78888889,2024-05-28
23216,Mizoram,Aizawl,23.62527778,92.78638889,2024-05-28
23229,Mizoram,Aizawl,23.59527778,92.71722222,2024-05-28
23230,Mizoram,Aizawl,23.59055556,92.71611111,2024-05-28
23246,Mizoram,Aizawl,23.57138889,92.70972222,2024-05-28
23247,Mizoram,Aizawl,23.57055556,92.70888889,2024-05-28
23248,Mizoram,Aizawl,23.57027778,92.70722222,2024-05-28
23249,Mizoram,Aizawl,23.55388889,92.70472222,2024-05-28
23250,Mizoram,Aizawl,23.55444444,92.70527778,2024-05-28
23253,Mizoram,Aizawl,23.549999237060547,92.70444444,2024-05-28
23264,Mizoram,Aizawl,23.53555556,92.72333333,2024-05-28
23272,Mizoram,Aizawl,23.54833333,92.71083333,2024-05-28
23277,Mizoram,Aizawl,23.54888889,92.70555556,2024-05-28
23278,Mizoram,Aizawl,23.545000076293945,92.70333333,2024-05-28
23279,Mizoram,Aizawl,23.54027778,92.70138889,2024-05-28
23283,Mizoram,Aizawl,23.53694444,92.69750213623048,2024-05-28
23284,Mizoram,Aizawl,23.53611111,92.69777778,2024-05-28
23289,Mizoram,Aizawl,23.53027778,92.69666667,2024-05-28
23290,Mizoram,Aizawl,23.52861111,92.69750213623048,2024-05-28
23291,Mizoram,Aizawl,23.52777778,92.69861111,2024-05-28
23294,Mizoram,Aizawl,23.52277778,92.70277778,2024-05-28
23297,Mizoram,Aizawl,23.51444444,92.69805556,2024-05-28
23299,Mizoram,Aizawl,23.51055556,92.69972222,2024-05-28
23301,Mizoram,Aizawl,23.50694444,92.69638889,2024-05-28
23303,Mizoram,Aizawl,23.50527778,92.69750213623048,2024-05-28
23306,Mizoram,Aizawl,23.55027778,92.70444444,2024-05-28
23316,Mizoram,Aizawl,23.54305556,92.70055556,2024-05-28
23321,Mizoram,Aizawl,23.53972222,92.69944444,2024-05-28
23322,Mizoram,Aizawl,23.53777778,92.69833333,2024-05-28
23327,Mizoram,Aizawl,23.54277778,92.67638889,2024-05-28
23331,Mizoram,Aizawl,23.54277778,92.67472222,2024-05-28
23333,Mizoram,Aizawl,23.54333333,92.66472222,2024-05-28
23336,Mizoram,Aizawl,23.53944444,92.66527778,2024-05-28
23338,Mizoram,Aizawl,23.53888889,92.6624984741211,2024-05-28
23345,Mizoram,Aizawl,23.53944444,92.65888889,2024-05-28
23346,Mizoram,Aizawl,23.53611111,92.65527778,2024-05-28
23351,Mizoram,Aizawl,23.45083333,92.68250274658205,2024-05-28
23360,Mizoram,Aizawl,23.44805556,92.68333333,2024-05-28
23362,Mizoram,Aizawl,23.44333333,92.68527778,2024-05-28
23365,Mizoram,Aizawl,23.42722222,92.71277778,2024-05-28
23367,Mizoram,Aizawl,23.41694444,92.71805556,2024-05-28
23373,Mizoram,Aizawl,23.40999984741211,92.74944444,2024-05-28
23388,Mizoram,Aizawl,23.37972222,92.75166667,2024-05-28
23396,Mizoram,Aizawl,23.35694444,92.77027778,2024-05-28
23397,Mizoram,Aizawl,23.35638889,92.77027778,2024-05-28
23401,Mizoram,Aizawl,23.39166667,92.75527778,2024-05-28
23410,Mizoram,Aizawl,23.43194444,92.76083333,2024-05-28
23414,Mizoram,Aizawl,23.44138889,92.77888889,2024-05-28
23420,Mizoram,Aizawl,23.48555556,92.70305556,2024-05-28
23421,Mizoram,Aizawl,23.49083333,92.70555556,2024-05-28
23427,Mizoram,Aizawl,23.49861111,92.70388889,2024-05-28
23431,Mizoram,Aizawl,23.68277778,92.85749816894533,2024-05-28
23432,Mizoram,Aizawl,23.68305556,92.85749816894533,2024-05-28
23436,Mizoram,Aizawl,23.68638889,92.85833333,2024-05-28
23438,Mizoram,Aizawl,23.69472222,92.85972222,2024-05-28
23439,Mizoram,Aizawl,23.71416667,92.85805556,2024-05-28
23442,Mizoram,Aizawl,23.72722222,92.85472222,2024-05-28
23443,Mizoram,Aizawl,23.72972222,92.85305556,2024-05-28
23446,Mizoram,Aizawl,23.73111111,92.84638889,2024-05-28
23447,Mizoram,Aizawl,23.73361111,92.84305556,2024-05-28
23459,Mizoram,Aizawl,23.73833333,92.81333333,2024-05-28
23461,Mizoram,Aizawl,23.73472222,92.81333333,2024-05-28
23465,Mizoram,Aizawl,23.729999542236328,92.75833333,2024-05-28
23468,Mizoram,Aizawl,23.73055556,92.75861111,2024-05-28
23481,Mizoram,Aizawl,23.72222222,92.79861111,2024-05-28
23498,Mizoram,Aizawl,23.73583333,92.85194444,2024-05-28
23507,Mizoram,Aizawl,23.77750015258789,92.84833333,2024-05-28
23508,Mizoram,Aizawl,23.77833333,92.84666667,2024-05-28
23512,Mizoram,Aizawl,23.77361111,92.84944444,2024-05-28
23517,Mizoram,Aizawl,23.82638889,92.8324966430664,2024-05-28
23521,Mizoram,Aizawl,23.84777778,92.83694444,2024-05-28
23582,Mizoram,Aizawl,23.10172778,93.20231944,2024-05-28
23588,Mizoram,Aizawl,23.09561111,93.20786389,2024-05-28
23596,Mizoram,Aizawl,23.11097526550293,93.21260278,2024-05-28
23728,Mizoram,Aizawl,23.410771,92.753123,2024-05-28
23707,Mizoram,Kolasib,24.56925833,93.177275,2024-05-28
23710,Mizoram,Kolasib,24.52607536315918,93.05379167,2024-05-28
22811,Mizoram,Aizawl,23.77305556,92.74361111,2024-05-28
22701,Mizoram,Aizawl,23.73888889,92.69638889,2024-05-28
22702,Mizoram,Aizawl,23.73947222,92.69666667,2024-05-28
22704,Mizoram,Aizawl,23.74066667,92.69336111,2024-05-28
22764,Mizoram,Aizawl,23.6200008392334,92.72472222,2024-05-28
22707,Mizoram,Aizawl,23.74116667,92.69455556,2024-05-28
22709,Mizoram,Aizawl,23.73386111,92.69491667,2024-05-28
22710,Mizoram,Aizawl,23.72669444,92.69519444,2024-05-28
22714,Mizoram,Aizawl,23.73305556,92.69944444,2024-05-28
22715,Mizoram,Aizawl,23.74972222,92.69833333,2024-05-28
22716,Mizoram,Aizawl,23.73111111,92.70222222,2024-05-28
22717,Mizoram,Aizawl,23.73111111,92.70388889,2024-05-28
22718,Mizoram,Aizawl,23.73333333,92.70527778,2024-05-28
22720,Mizoram,Aizawl,23.73583333,92.69777778,2024-05-28
22721,Mizoram,Aizawl,23.73132778,92.70821944,2024-05-28
22722,Mizoram,Aizawl,23.72428333,92.70737778,2024-05-28
22723,Mizoram,Aizawl,23.72276944,92.70664978027344,2024-05-28
22724,Mizoram,Aizawl,23.71446389,92.71146389,2024-05-28
22725,Mizoram,Aizawl,23.71581111,92.7093505859375,2024-05-28
22726,Mizoram,Aizawl,23.71595001220703,92.70879444,2024-05-28
22730,Mizoram,Aizawl,23.71721667,92.70777778,2024-05-28
22731,Mizoram,Aizawl,23.71697222,92.70817222,2024-05-28
22732,Mizoram,Aizawl,23.71305556,92.70895833,2024-05-28
22733,Mizoram,Aizawl,23.71523056,92.71529167,2024-05-28
22737,Mizoram,Aizawl,23.71638889,92.72111111,2024-05-28
22738,Mizoram,Aizawl,23.71444444,92.72861111,2024-05-28
22741,Mizoram,Aizawl,23.71571389,92.72659722,2024-05-28
22742,Mizoram,Aizawl,23.710399627685547,92.72237778,2024-05-28
22743,Mizoram,Aizawl,23.71865833,92.72335278,2024-05-28
22745,Mizoram,Aizawl,23.709999084472656,92.71611111,2024-05-28
22747,Mizoram,Aizawl,23.70666667,92.71444444,2024-05-28
22748,Mizoram,Aizawl,23.70527778,92.71138889,2024-05-28
22750,Mizoram,Aizawl,23.70027778,92.71611111,2024-05-28
22751,Mizoram,Aizawl,23.69972222,92.71694444,2024-05-28
22756,Mizoram,Aizawl,23.64638889,92.72527778,2024-05-28
22757,Mizoram,Aizawl,23.63111111,92.72388889,2024-05-28
22758,Mizoram,Aizawl,23.63055556,92.72305556,2024-05-28
22759,Mizoram,Aizawl,23.62833333,92.72333333,2024-05-28
22760,Mizoram,Aizawl,23.62277778,92.72444444,2024-05-28
22761,Mizoram,Aizawl,23.62194444,92.72305556,2024-05-28
22762,Mizoram,Aizawl,23.62083333,92.72250366210938,2024-05-28
22763,Mizoram,Aizawl,23.61916667,92.72250366210938,2024-05-28
22765,Mizoram,Aizawl,23.61972222,92.72527778,2024-05-28
22766,Mizoram,Aizawl,23.62027778,92.72555556,2024-05-28
22767,Mizoram,Aizawl,23.62027778,92.72611111,2024-05-28
22768,Mizoram,Aizawl,23.62111111,92.72444444,2024-05-28
22771,Mizoram,Aizawl,23.67583333,92.71499633789062,2024-05-28
22772,Mizoram,Aizawl,23.67472222,92.71722222,2024-05-28
22773,Mizoram,Aizawl,23.67444444,92.71472222,2024-05-28
22774,Mizoram,Aizawl,23.67388889,92.71472222,2024-05-28
22775,Mizoram,Aizawl,23.672069,92.7099293,2024-05-28
22776,Mizoram,Aizawl,23.684301376342773,92.715511,2024-05-28
22779,Mizoram,Aizawl,23.70305556,92.72055556,2024-05-28
22782,Mizoram,Aizawl,23.690000534057617,92.72361111,2024-05-28
22783,Mizoram,Aizawl,23.68361111,92.72277778,2024-05-28
22788,Mizoram,Aizawl,23.66027778,92.72694444,2024-05-28
22790,Mizoram,Aizawl,23.64388889,92.72583333,2024-05-28
22791,Mizoram,Aizawl,23.635000228881836,92.72361111,2024-05-28
22793,Mizoram,Aizawl,23.46777778,92.74111111,2024-05-28
22799,Mizoram,Aizawl,23.51361111,92.69833333,2024-05-28
22800,Mizoram,Aizawl,23.53666667,92.69750213623048,2024-05-28
22801,Mizoram,Aizawl,23.54166667,92.70194444,2024-05-28
22803,Mizoram,Aizawl,23.52944444,92.72944444,2024-05-28
22804,Mizoram,Aizawl,23.53083333,92.73055556,2024-05-28
22805,Mizoram,Aizawl,23.53111111,92.73361111,2024-05-28
22806,Mizoram,Aizawl,23.53083333,92.73333333,2024-05-28
22807,Mizoram,Aizawl,23.56388889,92.70805556,2024-05-28
22808,Mizoram,Aizawl,23.56416667,92.70805556,2024-05-28
22809,Mizoram,Aizawl,23.565000534057617,92.70777778,2024-05-28
22810,Mizoram,Aizawl,23.56666667,92.70888889,2024-05-28
22814,Mizoram,Aizawl,23.74861111,92.73861111,2024-05-28
22815,Mizoram,Aizawl,23.61000061035156,92.72083333,2024-05-28
22816,Mizoram,Aizawl,23.60666667,92.72305556,2024-05-28
22817,Mizoram,Aizawl,23.592500686645508,92.71666667,2024-05-28
22818,Mizoram,Aizawl,23.58722222,92.71361111,2024-05-28
22819,Mizoram,Aizawl,23.57694444,92.71305556,2024-05-28
22821,Mizoram,Aizawl,23.58138889,92.71416667,2024-05-28
22822,Mizoram,Aizawl,23.58694444,92.71749877929688,2024-05-28
22823,Mizoram,Aizawl,23.58555556,92.71583333,2024-05-28
22824,Mizoram,Aizawl,23.58583333,92.71638889,2024-05-28
22825,Mizoram,Aizawl,23.58638889,92.71583333,2024-05-28
22826,Mizoram,Aizawl,23.65388889,92.72444444,2024-05-28
22827,Mizoram,Aizawl,23.65416667,92.71777778,2024-05-28
22829,Mizoram,Aizawl,23.65416667,92.69000244140624,2024-05-28
22831,Mizoram,Aizawl,23.66083333,92.67277778,2024-05-28
22833,Mizoram,Aizawl,23.65861111,92.70583333,2024-05-28
22834,Mizoram,Aizawl,23.68143611,92.72144167,2024-05-28
22794,Mizoram,Aizawl,23.46805556,92.71638889,2024-05-28
22797,Mizoram,Aizawl,23.489999771118164,92.70555556,2024-05-28
22798,Mizoram,Aizawl,23.49722222,92.70333333,2024-05-28
22812,Mizoram,Aizawl,23.77472222,92.76194444,2024-05-28
22813,Mizoram,Aizawl,23.77361111,92.76111111,2024-05-28
22849,Mizoram,Aizawl,23.76083333,92.84750366210938,2024-05-28
22850,Mizoram,Aizawl,23.86972222,92.87611111,2024-05-28
22836,Mizoram,Aizawl,23.72694444,92.79527778,2024-05-28
22837,Mizoram,Aizawl,23.73277778,92.79722222,2024-05-28
22838,Mizoram,Aizawl,23.73416667,92.79861111,2024-05-28
22839,Mizoram,Aizawl,23.74555556,92.79444444,2024-05-28
22840,Mizoram,Aizawl,23.73666667,92.79722222,2024-05-28
22844,Mizoram,Aizawl,23.73555556,92.80027778,2024-05-28
22848,Mizoram,Aizawl,23.73305556,92.84777778,2024-05-28
22852,Mizoram,Serchhip,23.47694444,92.857846,2024-05-28
22853,Mizoram,Serchhip,23.471041,92.8550262451172,2024-05-28
22854,Mizoram,Serchhip,23.465558,92.855991,2024-05-28
22855,Mizoram,Serchhip,23.463164,92.854672,2024-05-28
22856,Mizoram,Serchhip,23.312589645385746,92.85641479492188,2024-05-28
22857,Mizoram,Serchhip,23.288812,92.864763,2024-05-28
22858,Mizoram,Serchhip,23.281264,92.869279,2024-05-28
22859,Mizoram,Serchhip,23.379441,92.844081,2024-05-28
22860,Mizoram,Serchhip,23.38150978088379,92.844938,2024-05-28
22861,Mizoram,Serchhip,23.38217544555664,92.843876,2024-05-28
22862,Mizoram,Serchhip,23.38277244567871,92.845187,2024-05-28
22863,Mizoram,Serchhip,23.381532669067383,92.854115,2024-05-28
22864,Mizoram,Serchhip,23.387941360473633,92.842291,2024-05-28
22865,Mizoram,Serchhip,23.237077,92.910043,2024-05-28
22866,Mizoram,Serchhip,23.126631,93.064946,2024-05-28
23103,Mizoram,Aizawl,23.76972222,92.74472222,2024-05-28
23178,Mizoram,Aizawl,23.594999313354492,92.81611111,2024-05-28
23189,Mizoram,Aizawl,23.61361111,92.80777778,2024-05-28
23231,Mizoram,Aizawl,23.59027778,92.71583333,2024-05-28
23505,Mizoram,Aizawl,23.77777778,92.847900390625,2024-05-28
23692,Mizoram,Kolasib,24.42589950561523,93.13580556,2024-05-28
22728,Mizoram,Aizawl,23.71740833,92.70644167,2024-05-28
22703,Mizoram,Aizawl,23.74027778,92.69722222,2024-05-28
22711,Mizoram,Aizawl,23.73361111,92.69388889,2024-05-28
22712,Mizoram,Aizawl,23.73472222,92.69499969482422,2024-05-28
22727,Mizoram,Aizawl,23.717500686645508,92.70666667,2024-05-28
22729,Mizoram,Aizawl,23.71735556,92.70753333,2024-05-28
22736,Mizoram,Aizawl,23.71138889,92.72444444,2024-05-28
22749,Mizoram,Aizawl,23.70416667,92.71222222,2024-05-28
22754,Mizoram,Aizawl,23.64333333,92.73444444,2024-05-28
22802,Mizoram,Aizawl,23.54277778,92.70333333,2024-05-28
23712,Mizoram,Aizawl,23.57722222,92.71222222,2024-05-28
22820,Mizoram,Aizawl,23.58027778,92.71499633789062,2024-05-28
22830,Mizoram,Aizawl,23.66055556,92.67277778,2024-05-28
22832,Mizoram,Aizawl,23.65777778,92.67444444,2024-05-28
22795,Mizoram,Aizawl,23.47249984741211,92.71444444,2024-05-28
22851,Mizoram,Aizawl,23.80750556,92.83417222,2024-05-28
22841,Mizoram,Aizawl,23.73638889,92.79805556,2024-05-28
22842,Mizoram,Aizawl,23.73583333,92.79888889,2024-05-28
22843,Mizoram,Aizawl,23.73638889,92.8000030517578,2024-05-28
22845,Mizoram,Aizawl,23.71972222,92.79777778,2024-05-28
23254,Mizoram,Aizawl,23.53222222,92.73500061035156,2024-05-28
23285,Mizoram,Aizawl,23.53555556,92.69694444,2024-05-28
23300,Mizoram,Aizawl,23.50861111,92.69805556,2024-05-28
22769,Mizoram,Aizawl,23.68743333,92.72129167,2024-05-28
22770,Mizoram,Aizawl,23.67694444,92.71722222,2024-05-28
22778,Mizoram,Aizawl,23.70416667,92.72000122070312,2024-05-28
22828,Mizoram,Aizawl,23.655000686645508,92.71444444,2024-05-28
22846,Mizoram,Aizawl,23.72222222,92.80138889,2024-05-28
22835,Mizoram,Aizawl,23.73555556,92.78833333,2024-05-28
19600,Manipur,Noney,24.846509,93.573533,2025-05-31
20653,Meghalaya,Eastern-West Khasi Hill,25.700668334960938,91.596815,2025-05-31
804,Assam,Kamrup,26.170270919799805,91.697998046875,2025-05-31
20617,Meghalaya,East Khasi Hills,25.42315556,91.86329167,2025-05-31
20654,Meghalaya,Eastern-West Khasi Hill,25.73945426940918,91.572107,2025-05-31
23951,Mizoram,Aizawl,23.76046562194824,92.848969,2025-05-31
23716,Mizoram,Aizawl,23.742469787597656,92.705587,2025-05-31
23796,Mizoram,Hnahthial,23.077813,92.8984375,2025-05-31
23797,Mizoram,Hnahthial,23.081023,92.897247,2025-05-31
23798,Mizoram,Hnahthial,23.08434295654297,92.898597,2025-05-31
23792,Mizoram,Hnahthial,22.902089,92.879909,2025-05-31
23793,Mizoram,Hnahthial,22.967715,92.925677,2025-05-31
23939,Mizoram,Khawzawl,23.197704315185547,93.163019,2025-05-31
23767,Mizoram,Lawngtlai,22.519716262817383,92.891037,2025-05-31
23775,Mizoram,Lawngtlai,22.54734992980957,92.882032,2025-05-31
23744,Mizoram,Lunglei,23.214239,92.740856,2025-05-31
23753,Mizoram,Lunglei,23.18077087402344,92.735789,2025-05-31
23754,Mizoram,Lunglei,23.173606,92.739793,2025-05-31
23761,Mizoram,Lunglei,23.11422538757324,92.746024,2025-05-31
23762,Mizoram,Lunglei,23.11182403564453,92.745097,2025-05-31
23756,Mizoram,Lunglei,23.140846252441406,92.751229,2025-05-31
23782,Mizoram,Lunglei,22.788323,92.833817,2025-05-31
23783,Mizoram,Lunglei,22.793307,92.819831,2025-05-31
23791,Mizoram,Lunglei,22.892425537109375,92.822937,2025-05-31
23776,Mizoram,Lunglei,22.64108657836914,92.867635,2025-05-31
23777,Mizoram,Lunglei,22.66069221496582,92.855602,2025-05-31
23778,Mizoram,Lunglei,22.688472,92.842907,2025-05-31
23779,Mizoram,Lunglei,22.702165,92.836523,2025-05-31
23780,Mizoram,Lunglei,22.70699882507324,92.841597,2025-05-31
23781,Mizoram,Lunglei,22.745387,92.841543,2025-05-31
23949,Mizoram,Saitual,23.527591705322266,92.984969,2025-05-31
23869,Mizoram,Serchhip,23.3071346282959,92.707624,2025-05-31
23870,Mizoram,Serchhip,23.306409,92.706083,2025-05-31
23871,Mizoram,Serchhip,23.306012,92.704212,2025-05-31
23741,Mizoram,Serchhip,23.239797,92.744214,2025-05-31
23742,Mizoram,Serchhip,23.238784790039062,92.744224,2025-05-31
23737,Mizoram,Serchhip,23.316491,92.788798,2025-05-31
23809,Mizoram,Serchhip,23.322038650512695,92.859147,2025-05-31
23810,Mizoram,Serchhip,23.319156,92.857722,2025-05-31
23811,Mizoram,Serchhip,23.317543029785156,92.858683,2025-05-31
23812,Mizoram,Serchhip,23.318568,92.852294,2025-05-31
23814,Mizoram,Serchhip,23.319412231445312,92.85541534423828,2025-05-31
23815,Mizoram,Serchhip,23.319184,92.856725,2025-05-31
23816,Mizoram,Serchhip,23.30928611755371,92.850807,2025-05-31
23819,Mizoram,Serchhip,23.31527328491211,92.856524,2025-05-31
23820,Mizoram,Serchhip,23.311529,92.85443115234376,2025-05-31
23821,Mizoram,Serchhip,23.316370010375977,92.854172,2025-05-31
23822,Mizoram,Serchhip,23.310073852539062,92.858498,2025-05-31
23823,Mizoram,Serchhip,23.309295,92.860017,2025-05-31
23825,Mizoram,Serchhip,23.308778,92.858357,2025-05-31
23826,Mizoram,Serchhip,23.30083656311035,92.855693,2025-05-31
23827,Mizoram,Serchhip,23.3007869720459,92.853572,2025-05-31
23828,Mizoram,Serchhip,23.305322647094727,92.852358,2025-05-31
23831,Mizoram,Serchhip,23.298928,92.857435,2025-05-31
23832,Mizoram,Serchhip,23.31084632873535,92.858915,2025-05-31
23833,Mizoram,Serchhip,23.31133460998535,92.858026,2025-05-31
23835,Mizoram,Serchhip,23.305700302124023,92.852802,2025-05-31
23840,Mizoram,Serchhip,23.301381,92.853078,2025-05-31
23841,Mizoram,Serchhip,23.299628,92.855609,2025-05-31
23849,Mizoram,Serchhip,23.301587,92.868485,2025-05-31
23850,Mizoram,Serchhip,23.313996,92.863984,2025-05-31
23852,Mizoram,Serchhip,23.322799682617188,92.862406,2025-05-31
23853,Mizoram,Serchhip,23.286141,92.868152,2025-05-31
23854,Mizoram,Serchhip,23.281219,92.869608,2025-05-31
23855,Mizoram,Serchhip,23.274148,92.871011,2025-05-31
23861,Mizoram,Serchhip,23.286735,92.8570327758789,2025-05-31
23862,Mizoram,Serchhip,23.284564971923828,92.857096,2025-05-31
23865,Mizoram,Serchhip,23.288276,92.830821,2025-05-31
23805,Mizoram,Serchhip,23.198119,92.899566,2025-05-31
23806,Mizoram,Serchhip,23.223594,92.914767,2025-05-31
23807,Mizoram,Serchhip,23.22522735595703,92.912496,2025-05-31
23860,Mizoram,Serchhip,23.24385452270508,92.905242,2025-05-31
23934,Mizoram,Serchhip,23.191499710083008,93.01102447509766,2025-05-31
23935,Mizoram,Serchhip,23.183361053466797,93.066742,2025-05-31
23769,Mizoram,Siaha,22.40421485900879,92.951647,2025-05-31
23772,Mizoram,Siaha,22.49099922180176,92.97075653076172,2025-05-31
23774,Mizoram,Siaha,22.43710708618164,92.946912,2025-05-31
799,Assam,Kamrup,26.19113889,91.82961111,2025-05-31
23794,Mizoram,Hnahthial,22.971217,92.925544,2025-05-31
23795,Mizoram,Hnahthial,22.969581604003903,92.925917,2025-05-31
23937,Mizoram,Khawzawl,23.229764938354492,93.127521,2025-05-31
23739,Mizoram,Serchhip,23.239076614379883,92.745631,2025-05-31
23813,Mizoram,Serchhip,23.323423385620117,92.860926,2025-05-31
23817,Mizoram,Serchhip,23.101119995117188,92.852784,2025-05-31
23818,Mizoram,Serchhip,23.309913635253903,92.853522,2025-05-31
23824,Mizoram,Serchhip,23.308629,92.860039,2025-05-31
23845,Mizoram,Serchhip,23.298166275024418,92.858694,2025-05-31
23856,Mizoram,Serchhip,23.272548,92.874296,2025-05-31
23803,Mizoram,Serchhip,23.188273,92.898879,2025-05-31
23771,Mizoram,Siaha,22.491822,92.970252,2025-05-31
23768,Mizoram,Lawngtlai,22.48764991760254,92.886806,2025-05-31
846,Assam,Kamrup (Metro),26.184324264526367,91.855395,2025-05-31
